category,forecast_year,model,MAE,RMSE,MAPE,train_time_sec
"Fish, seafood and other marine products",2024,CovariatesTemporalFusionTransformer,11.5330441792806,11.718319951082433,7.135535788601824,153.20718002319336
Food purchased from restaurants,2024,CovariatesDeepAR,1.1513464609781892,2.2622593798665496,0.6023793812480045,153.20718002319336
Food purchased from restaurants,2024,CovariatesTemporalFusionTransformer,2.0831398010253914,3.465738515675639,1.0836395494438842,153.20718002319336
Food,2024,CovariatesDeepAR,0.9731389363606766,1.202031029099022,0.5158173053083103,153.20718002319336
Food,2024,CovariatesTemporalFusionTransformer,6.53758112589518,6.921202791062955,3.451056085739991,153.20718002319336
"Fruit, fruit preparations and nuts",2024,CovariatesDeepAR,4.243196996053055,4.4603796430042895,2.524509034516692,153.20718002319336
"Fruit, fruit preparations and nuts",2024,CovariatesTemporalFusionTransformer,10.385307057698562,10.91505610040819,6.174074080166272,153.20718002319336
Meat,2024,CovariatesDeepAR,1.4324076334635432,1.8904879168483593,0.6844789354032124,153.20718002319336
Meat,2024,CovariatesTemporalFusionTransformer,6.85633494059245,6.957564315106631,3.2508359316536235,153.20718002319336
Other food products and non-alcoholic beverages,2024,CovariatesDeepAR,3.137470118204753,3.7652983508183575,1.7561474194093416,153.20718002319336
Other food products and non-alcoholic beverages,2024,CovariatesTemporalFusionTransformer,8.171905771891277,8.345936768452015,4.596843692949096,153.20718002319336
Vegetables and vegetable preparations,2024,CovariatesDeepAR,4.8777901967366475,5.2592930789751415,2.5338206789068827,153.20718002319336
Vegetables and vegetable preparations,2024,CovariatesTemporalFusionTransformer,6.2746370951334685,7.3394831350376375,3.3185027363404713,153.20718002319336
Bakery and cereal products (excluding baby food),2025,CovariatesDeepAR,3.5086446762084975,3.8568599186889747,1.7572005125509729,129.47551345825195
Bakery and cereal products (excluding baby food),2025,CovariatesTemporalFusionTransformer,8.983726882934569,9.395305853498689,4.516687135075173,129.47551345825195
Dairy products and eggs,2025,CovariatesDeepAR,3.4000419616699205,3.5380915958507737,1.9246541496960843,129.47551345825195
Dairy products and eggs,2025,CovariatesTemporalFusionTransformer,6.520213699340822,6.7066614743988575,3.6957570413882284,129.47551345825195
"Fish, seafood and other marine products",2025,CovariatesDeepAR,2.5301767349243214,2.905262660773964,1.522700852573603,129.47551345825195
"Fish, seafood and other marine products",2025,CovariatesTemporalFusionTransformer,1.1406650543212855,1.3655075524607994,0.6943700224511613,129.47551345825195
Food purchased from restaurants,2025,CovariatesDeepAR,8.266866302490232,8.620246628244676,4.196751056163643,129.47551345825195
Food purchased from restaurants,2025,CovariatesTemporalFusionTransformer,7.098721313476563,8.74664361830366,3.6935389137070436,129.47551345825195
Food,2025,CovariatesDeepAR,6.191101837158207,6.777892686725028,3.173655285815967,129.47551345825195
Food,2025,CovariatesTemporalFusionTransformer,6.030560684204097,6.209084418856964,3.123521018897673,129.47551345825195
"Fruit, fruit preparations and nuts",2025,CovariatesDeepAR,7.404379844665531,7.5561894452839455,4.1961146294903,129.47551345825195
"Fruit, fruit preparations and nuts",2025,CovariatesTemporalFusionTransformer,1.9402484893798864,2.327707191062006,1.1039448003540164,129.47551345825195
Meat,2025,CovariatesDeepAR,11.417264175415042,12.57170514262246,5.154062289311706,129.47551345825195
Meat,2025,CovariatesTemporalFusionTransformer,4.207284927368164,4.579172993121728,1.9338288348152537,129.47551345825195
Other food products and non-alcoholic beverages,2025,CovariatesDeepAR,6.416108322143554,7.5281543693336355,3.434519527567216,129.47551345825195
Other food products and non-alcoholic beverages,2025,CovariatesTemporalFusionTransformer,5.312462997436523,5.73159914832101,2.912907188033538,129.47551345825195
Vegetables and vegetable preparations,2025,CovariatesDeepAR,3.5463933944702113,4.177005450548398,1.8160648783797355,129.47551345825195
Vegetables and vegetable preparations,2025,CovariatesTemporalFusionTransformer,7.787230300903321,8.505424406978204,4.0674363915524845,129.47551345825195
