index,Real GDP growth (Annual percent change)
1986-06-01,0.72782874617737
1986-07-01,0.7431192660550459
1986-08-01,0.7584097859327217
1986-09-01,0.7737003058103975
1986-10-01,0.7889908256880733
1986-11-01,0.8042813455657492
1986-12-01,0.819571865443425
1987-01-01,0.8348623853211008
1987-02-01,0.8371559633027522
1987-03-01,0.8394495412844036
1987-04-01,0.8417431192660549
1987-05-01,0.8440366972477064
1987-06-01,0.8463302752293578
1987-07-01,0.8486238532110091
1987-08-01,0.8509174311926605
1987-09-01,0.8532110091743119
1987-10-01,0.8555045871559632
1987-11-01,0.8577981651376146
1987-12-01,0.8600917431192661
1988-01-01,0.8623853211009174
1988-02-01,0.8463302752293578
1988-03-01,0.8302752293577982
1988-04-01,0.8142201834862385
1988-05-01,0.7981651376146788
1988-06-01,0.7821100917431192
1988-07-01,0.7660550458715596
1988-08-01,0.75
1988-09-01,0.7339449541284403
1988-10-01,0.7178899082568807
1988-11-01,0.701834862385321
1988-12-01,0.6857798165137614
1989-01-01,0.6697247706422018
1989-02-01,0.6536697247706421
1989-03-01,0.6376146788990825
1989-04-01,0.6215596330275228
1989-05-01,0.6055045871559632
1989-06-01,0.5894495412844036
1989-07-01,0.573394495412844
1989-08-01,0.5573394495412843
1989-09-01,0.5412844036697247
1989-10-01,0.5252293577981652
1989-11-01,0.5091743119266054
1989-12-01,0.4931192660550458
1990-01-01,0.4770642201834862
1990-02-01,0.4594801223241589
1990-03-01,0.4418960244648318
1990-04-01,0.4243119266055045
1990-05-01,0.4067278287461773
1990-06-01,0.3891437308868501
1990-07-01,0.3715596330275229
1990-08-01,0.3539755351681957
1990-09-01,0.3363914373088684
1990-10-01,0.3188073394495413
1990-11-01,0.3012232415902141
1990-12-01,0.2836391437308868
1991-01-01,0.2660550458715596
1991-02-01,0.2889908256880734
1991-03-01,0.3119266055045872
1991-04-01,0.3348623853211009
1991-05-01,0.3577981651376146
1991-06-01,0.3807339449541284
1991-07-01,0.4036697247706421
1991-08-01,0.4266055045871559
1991-09-01,0.4495412844036697
1991-10-01,0.4724770642201834
1991-11-01,0.4954128440366972
1991-12-01,0.518348623853211
1992-01-01,0.5412844036697247
1992-02-01,0.555045871559633
1992-03-01,0.5688073394495412
1992-04-01,0.5825688073394495
1992-05-01,0.5963302752293578
1992-06-01,0.6100917431192661
1992-07-01,0.6238532110091743
1992-08-01,0.6376146788990825
1992-09-01,0.6513761467889908
1992-10-01,0.665137614678899
1992-11-01,0.6788990825688073
1992-12-01,0.6926605504587156
1993-01-01,0.7064220183486238
1993-02-01,0.7201834862385321
1993-03-01,0.7339449541284403
1993-04-01,0.7477064220183486
1993-05-01,0.7614678899082569
1993-06-01,0.775229357798165
1993-07-01,0.7889908256880733
1993-08-01,0.8027522935779816
1993-09-01,0.8165137614678899
1993-10-01,0.8302752293577981
1993-11-01,0.8440366972477064
1993-12-01,0.8577981651376145
1994-01-01,0.8715596330275228
1994-02-01,0.8577981651376145
1994-03-01,0.8440366972477064
1994-04-01,0.8302752293577981
1994-05-01,0.8165137614678899
1994-06-01,0.8027522935779816
1994-07-01,0.7889908256880733
1994-08-01,0.775229357798165
1994-09-01,0.7614678899082568
1994-10-01,0.7477064220183486
1994-11-01,0.7339449541284403
1994-12-01,0.7201834862385321
1995-01-01,0.7064220183486238
1995-02-01,0.6987767584097859
1995-03-01,0.691131498470948
1995-04-01,0.6834862385321101
1995-05-01,0.6758409785932722
1995-06-01,0.6681957186544342
1995-07-01,0.6605504587155963
1995-08-01,0.6529051987767583
1995-09-01,0.6452599388379204
1995-10-01,0.6376146788990825
1995-11-01,0.6299694189602446
1995-12-01,0.6223241590214067
1996-01-01,0.6146788990825688
1996-02-01,0.6345565749235473
1996-03-01,0.654434250764526
1996-04-01,0.6743119266055045
1996-05-01,0.6941896024464831
1996-06-01,0.7140672782874617
1996-07-01,0.7339449541284403
1996-08-01,0.7538226299694188
1996-09-01,0.7737003058103975
1996-10-01,0.793577981651376
1996-11-01,0.8134556574923546
1996-12-01,0.8333333333333333
1997-01-01,0.8532110091743119
1997-02-01,0.8501529051987766
1997-03-01,0.8470948012232415
1997-04-01,0.8440366972477064
1997-05-01,0.8409785932721712
1997-06-01,0.837920489296636
1997-07-01,0.8348623853211008
1997-08-01,0.8318042813455657
1997-09-01,0.8287461773700304
1997-10-01,0.8256880733944953
1997-11-01,0.8226299694189603
1997-12-01,0.819571865443425
1998-01-01,0.8165137614678899
1998-02-01,0.8256880733944953
1998-03-01,0.8348623853211008
1998-04-01,0.8440366972477064
1998-05-01,0.8532110091743119
1998-06-01,0.8623853211009174
1998-07-01,0.8715596330275228
1998-08-01,0.8807339449541283
1998-09-01,0.8899082568807338
1998-10-01,0.8990825688073394
1998-11-01,0.9082568807339448
1998-12-01,0.9174311926605504
1999-01-01,0.9266055045871558
1999-02-01,0.9266055045871558
1999-03-01,0.9266055045871558
1999-04-01,0.9266055045871558
1999-05-01,0.9266055045871558
1999-06-01,0.9266055045871558
1999-07-01,0.9266055045871558
1999-08-01,0.9266055045871558
1999-09-01,0.9266055045871558
1999-10-01,0.9266055045871558
1999-11-01,0.9266055045871558
1999-12-01,0.9266055045871558
2000-01-01,0.9266055045871558
2000-02-01,0.9021406727828744
2000-03-01,0.8776758409785932
2000-04-01,0.8532110091743119
2000-05-01,0.8287461773700304
2000-06-01,0.8042813455657492
2000-07-01,0.7798165137614679
2000-08-01,0.7553516819571864
2000-09-01,0.7308868501529051
2000-10-01,0.7064220183486238
2000-11-01,0.6819571865443425
2000-12-01,0.6574923547400611
2001-01-01,0.6330275229357798
2001-02-01,0.6414373088685015
2001-03-01,0.6498470948012232
2001-04-01,0.6582568807339448
2001-05-01,0.6666666666666666
2001-06-01,0.6750764525993883
2001-07-01,0.6834862385321101
2001-08-01,0.6918960244648318
2001-09-01,0.7003058103975535
2001-10-01,0.7087155963302751
2001-11-01,0.7171253822629968
2001-12-01,0.7255351681957185
2002-01-01,0.7339449541284403
2002-02-01,0.7247706422018347
2002-03-01,0.7155963302752293
2002-04-01,0.7064220183486238
2002-05-01,0.6972477064220183
2002-06-01,0.6880733944954128
2002-07-01,0.6788990825688073
2002-08-01,0.6697247706422018
2002-09-01,0.6605504587155963
2002-10-01,0.6513761467889908
2002-11-01,0.6422018348623852
2002-12-01,0.6330275229357798
2003-01-01,0.6238532110091742
2003-02-01,0.6337920489296636
2003-03-01,0.6437308868501528
2003-04-01,0.6536697247706421
2003-05-01,0.6636085626911314
2003-06-01,0.6735474006116208
2003-07-01,0.6834862385321101
2003-08-01,0.6934250764525993
2003-09-01,0.7033639143730887
2003-10-01,0.713302752293578
2003-11-01,0.7232415902140672
2003-12-01,0.7331804281345565
2004-01-01,0.7431192660550459
2004-02-01,0.7438837920489296
2004-03-01,0.7446483180428134
2004-04-01,0.7454128440366972
2004-05-01,0.7461773700305809
2004-06-01,0.7469418960244647
2004-07-01,0.7477064220183486
2004-08-01,0.7484709480122325
2004-09-01,0.7492354740061162
2004-10-01,0.75
2004-11-01,0.7507645259938838
2004-12-01,0.7515290519877675
2005-01-01,0.7522935779816513
2005-02-01,0.7477064220183486
2005-03-01,0.7431192660550459
2005-04-01,0.738532110091743
2005-05-01,0.7339449541284403
2005-06-01,0.7293577981651376
2005-07-01,0.7247706422018348
2005-08-01,0.7201834862385321
2005-09-01,0.7155963302752293
2005-10-01,0.7110091743119266
2005-11-01,0.7064220183486238
2005-12-01,0.701834862385321
2006-01-01,0.6972477064220183
2006-02-01,0.6926605504587156
2006-03-01,0.6880733944954128
2006-04-01,0.6834862385321101
2006-05-01,0.6788990825688073
2006-06-01,0.6743119266055045
2006-07-01,0.6697247706422018
2006-08-01,0.665137614678899
2006-09-01,0.6605504587155963
2006-10-01,0.6559633027522935
2006-11-01,0.6513761467889908
2006-12-01,0.646788990825688
2007-01-01,0.6422018348623852
2007-02-01,0.6345565749235473
2007-03-01,0.6269113149847094
2007-04-01,0.6192660550458715
2007-05-01,0.6116207951070336
2007-06-01,0.6039755351681957
2007-07-01,0.5963302752293578
2007-08-01,0.5886850152905199
2007-09-01,0.581039755351682
2007-10-01,0.573394495412844
2007-11-01,0.5657492354740061
2007-12-01,0.5581039755351682
2008-01-01,0.5504587155963302
2008-02-01,0.5206422018348623
2008-03-01,0.4908256880733944
2008-04-01,0.4610091743119265
2008-05-01,0.4311926605504587
2008-06-01,0.4013761467889908
2008-07-01,0.3715596330275229
2008-08-01,0.341743119266055
2008-09-01,0.3119266055045872
2008-10-01,0.2821100917431192
2008-11-01,0.2522935779816513
2008-12-01,0.2224770642201834
2009-01-01,0.1926605504587156
2009-02-01,0.2385321100917431
2009-03-01,0.2844036697247706
2009-04-01,0.3302752293577982
2009-05-01,0.3761467889908256
2009-06-01,0.4220183486238532
2009-07-01,0.4678899082568807
2009-08-01,0.5137614678899083
2009-09-01,0.5596330275229358
2009-10-01,0.6055045871559632
2009-11-01,0.6513761467889908
2009-12-01,0.6972477064220183
2010-01-01,0.7431192660550459
2010-02-01,0.7431192660550459
2010-03-01,0.7431192660550459
2010-04-01,0.7431192660550459
2010-05-01,0.7431192660550459
2010-06-01,0.7431192660550459
2010-07-01,0.7431192660550459
2010-08-01,0.7431192660550459
2010-09-01,0.7431192660550459
2010-10-01,0.7431192660550459
2010-11-01,0.7431192660550459
2010-12-01,0.7431192660550459
2011-01-01,0.7431192660550459
2011-02-01,0.7331804281345565
2011-03-01,0.7232415902140672
2011-04-01,0.713302752293578
2011-05-01,0.7033639143730887
2011-06-01,0.6934250764525993
2011-07-01,0.6834862385321101
2011-08-01,0.6735474006116208
2011-09-01,0.6636085626911314
2011-10-01,0.6536697247706421
2011-11-01,0.6437308868501528
2011-12-01,0.6337920489296636
2012-01-01,0.6238532110091742
2012-02-01,0.6276758409785932
2012-03-01,0.6314984709480121
2012-04-01,0.6353211009174311
2012-05-01,0.6391437308868501
2012-06-01,0.642966360856269
2012-07-01,0.646788990825688
2012-08-01,0.650611620795107
2012-09-01,0.654434250764526
2012-10-01,0.6582568807339448
2012-11-01,0.6620795107033639
2012-12-01,0.6659021406727829
2013-01-01,0.6697247706422018
2013-02-01,0.6743119266055045
2013-03-01,0.6788990825688073
2013-04-01,0.6834862385321101
2013-05-01,0.6880733944954128
2013-06-01,0.6926605504587156
2013-07-01,0.6972477064220183
2013-08-01,0.701834862385321
2013-09-01,0.7064220183486238
2013-10-01,0.7110091743119266
2013-11-01,0.7155963302752293
2013-12-01,0.7201834862385321
2014-01-01,0.7247706422018347
2014-02-01,0.7071865443425076
2014-03-01,0.6896024464831804
2014-04-01,0.6720183486238531
2014-05-01,0.654434250764526
2014-06-01,0.6368501529051988
2014-07-01,0.6192660550458715
2014-08-01,0.6016819571865443
2014-09-01,0.584097859327217
2014-10-01,0.5665137614678899
2014-11-01,0.5489296636085627
2014-12-01,0.5313455657492354
2015-01-01,0.5137614678899082
2015-02-01,0.5168195718654434
2015-03-01,0.5198776758409785
2015-04-01,0.5229357798165137
2015-05-01,0.5259938837920489
2015-06-01,0.5290519877675841
2015-07-01,0.5321100917431192
2015-08-01,0.5351681957186544
2015-09-01,0.5382262996941896
2015-10-01,0.5412844036697247
2015-11-01,0.5443425076452599
2015-12-01,0.547400611620795
2016-01-01,0.5504587155963302
2016-02-01,0.5657492354740061
2016-03-01,0.581039755351682
2016-04-01,0.5963302752293578
2016-05-01,0.6116207951070336
2016-06-01,0.6269113149847094
2016-07-01,0.6422018348623852
2016-08-01,0.6574923547400611
2016-09-01,0.6727828746177369
2016-10-01,0.6880733944954128
2016-11-01,0.7033639143730887
2016-12-01,0.7186544342507644
2017-01-01,0.7339449541284403
2017-02-01,0.7316513761467889
2017-03-01,0.7293577981651376
2017-04-01,0.7270642201834862
2017-05-01,0.7247706422018347
2017-06-01,0.7224770642201834
2017-07-01,0.7201834862385321
2017-08-01,0.7178899082568807
2017-09-01,0.7155963302752293
2017-10-01,0.713302752293578
2017-11-01,0.7110091743119266
2017-12-01,0.7087155963302751
2018-01-01,0.7064220183486238
2018-02-01,0.7003058103975535
2018-03-01,0.6941896024464831
2018-04-01,0.6880733944954128
2018-05-01,0.6819571865443425
2018-06-01,0.6758409785932722
2018-07-01,0.6697247706422018
2018-08-01,0.6636085626911314
2018-09-01,0.6574923547400611
2018-10-01,0.6513761467889908
2018-11-01,0.6452599388379204
2018-12-01,0.6391437308868501
2019-01-01,0.6330275229357798
2019-02-01,0.5802752293577981
2019-03-01,0.5275229357798165
2019-04-01,0.4747706422018348
2019-05-01,0.4220183486238532
2019-06-01,0.3692660550458715
2019-07-01,0.3165137614678898
2019-08-01,0.2637614678899082
2019-09-01,0.2110091743119265
2019-10-01,0.1582568807339449
2019-11-01,0.1055045871559632
2019-12-01,0.0527522935779816
2020-01-01,0.0
2020-02-01,0.0787461773700305
2020-03-01,0.1574923547400611
2020-04-01,0.2362385321100917
2020-05-01,0.3149847094801223
2020-06-01,0.3937308868501529
2020-07-01,0.4724770642201835
2020-08-01,0.5512232415902141
2020-09-01,0.6299694189602446
2020-10-01,0.7087155963302751
2020-11-01,0.7874617737003058
2020-12-01,0.8662079510703363
2021-01-01,0.9449541284403667
2021-02-01,0.93348623853211
2021-03-01,0.9220183486238532
2021-04-01,0.9105504587155964
2021-05-01,0.8990825688073394
2021-06-01,0.8876146788990824
2021-07-01,0.8761467889908257
2021-08-01,0.8646788990825687
2021-09-01,0.8532110091743119
2021-10-01,0.8417431192660549
2021-11-01,0.8302752293577981
2021-12-01,0.8188073394495412
2022-01-01,0.8073394495412843
2022-02-01,0.786697247706422
2022-03-01,0.7660550458715596
2022-04-01,0.7454128440366972
2022-05-01,0.7247706422018347
2022-06-01,0.7041284403669724
2022-07-01,0.6834862385321101
2022-08-01,0.6628440366972477
2022-09-01,0.6422018348623852
2022-10-01,0.6215596330275228
2022-11-01,0.6009174311926605
2022-12-01,0.5802752293577982
2023-01-01,0.5596330275229358
2023-02-01,0.5603975535168195
2023-03-01,0.5611620795107033
2023-04-01,0.5619266055045871
2023-05-01,0.5626911314984709
2023-06-01,0.5634556574923547
2023-07-01,0.5642201834862385
2023-08-01,0.5649847094801222
2023-09-01,0.5657492354740061
2023-10-01,0.5665137614678899
2023-11-01,0.5672782874617737
2023-12-01,0.5680428134556574
2024-01-01,0.5688073394495412
2024-02-01,0.5772171253822629
2024-03-01,0.5856269113149847
2024-04-01,0.5940366972477064
2024-05-01,0.6024464831804281
2024-06-01,0.6108562691131498
2024-07-01,0.6192660550458715
2024-08-01,0.6276758409785932
2024-09-01,0.6360856269113149
2024-10-01,0.6444954128440367
2024-11-01,0.6529051987767583
2024-12-01,0.66131498470948
2025-01-01,0.6697247706422018
2025-02-01,0.6666666666666666
2025-03-01,0.6636085626911314
2025-04-01,0.6605504587155963
2025-05-01,0.6574923547400611
2025-06-01,0.654434250764526
2025-07-01,0.6513761467889908
2025-08-01,0.6483180428134556
2025-09-01,0.6452599388379204
2025-10-01,0.6422018348623852
2025-11-01,0.6391437308868501
2025-12-01,0.6360856269113149
2026-01-01,0.6330275229357798
2026-02-01,0.6314984709480121
2026-03-01,0.6299694189602446
2026-04-01,0.628440366972477
2026-05-01,0.6269113149847094
2026-06-01,0.6253822629969419
2026-07-01,0.6238532110091742
2026-08-01,0.6223241590214067
2026-09-01,0.620795107033639
2026-10-01,0.6192660550458715
2026-11-01,0.617737003058104
2026-12-01,0.6162079510703363
2027-01-01,0.6146788990825688
2027-02-01,0.6146788990825688
2027-03-01,0.6146788990825688
2027-04-01,0.6146788990825688
2027-05-01,0.6146788990825688
2027-06-01,0.6146788990825688
2027-07-01,0.6146788990825688
2027-08-01,0.6146788990825688
2027-09-01,0.6146788990825688
2027-10-01,0.6146788990825688
2027-11-01,0.6146788990825688
2027-12-01,0.6146788990825688
2028-01-01,0.6146788990825688
2028-02-01,0.6146788990825688
2028-03-01,0.6146788990825688
2028-04-01,0.6146788990825688
2028-05-01,0.6146788990825688
2028-06-01,0.6146788990825688
2028-07-01,0.6146788990825688
2028-08-01,0.6146788990825688
2028-09-01,0.6146788990825688
2028-10-01,0.6146788990825688
2028-11-01,0.6146788990825688
2028-12-01,0.6146788990825688
2029-01-01,0.6146788990825688
