index,Energy 5
2011-10-01,0.5332606324972737
2011-11-01,0.5179934569247546
2011-12-01,0.510359869138495
2012-01-01,0.5256270447110141
2012-02-01,0.5332606324972737
2012-03-01,0.5474372955288986
2012-04-01,0.5556161395856052
2012-05-01,0.5376226826608506
2012-06-01,0.5267175572519083
2012-07-01,0.5283533260632498
2012-08-01,0.5458015267175571
2012-09-01,0.5534351145038168
2012-10-01,0.5474372955288986
2012-11-01,0.5163576881134133
2012-12-01,0.5059978189749181
2013-01-01,0.5109051254089423
2013-02-01,0.5507088331515813
2013-03-01,0.549618320610687
2013-04-01,0.5392584514721919
2013-05-01,0.5463467829880044
2013-06-01,0.5616139585605233
2013-07-01,0.5730643402399127
2013-08-01,0.5665212649945475
2013-09-01,0.5665212649945475
2013-10-01,0.5338058887677208
2013-11-01,0.5359869138495092
2013-12-01,0.544165757906216
2014-01-01,0.5512540894220284
2014-02-01,0.5643402399127591
2014-03-01,0.589422028353326
2014-04-01,0.6112322791712104
2014-05-01,0.6194111232279171
2014-06-01,0.6210468920392584
2014-07-01,0.6150490730643403
2014-08-01,0.5954198473282444
2014-09-01,0.5905125408942202
2014-10-01,0.5697928026172301
2014-11-01,0.5310796074154853
2014-12-01,0.4885496183206106
2015-01-01,0.4383860414394765
2015-02-01,0.4689203925845147
2015-03-01,0.4945474372955289
2015-04-01,0.4852780806979279
2015-05-01,0.5087241003271539
2015-06-01,0.5365321701199564
2015-07-01,0.5458015267175571
2015-08-01,0.5288985823336969
2015-09-01,0.4918211559432934
2015-10-01,0.4770992366412213
2015-11-01,0.4765539803707743
2015-12-01,0.4596510359869138
2016-01-01,0.435659760087241
2016-02-01,0.4116684841875681
2016-03-01,0.4307524536532169
2016-04-01,0.4596510359869138
2016-05-01,0.4787350054525627
2016-06-01,0.4989094874591057
2016-07-01,0.4814612868047983
2016-08-01,0.4792802617230098
2016-09-01,0.4809160305343512
2016-10-01,0.4967284623773172
2016-11-01,0.4781897491821156
2016-12-01,0.4907306434023991
2017-01-01,0.5272628135223556
2017-02-01,0.5016357688113413
2017-03-01,0.4945474372955289
2017-04-01,0.534896401308615
2017-05-01,0.5054525627044713
2017-06-01,0.4885496183206106
2017-07-01,0.4836423118865867
2017-08-01,0.4978189749182115
2017-09-01,0.520174482006543
2017-10-01,0.5049073064340239
2017-11-01,0.5387131952017448
2017-12-01,0.5272628135223556
2018-01-01,0.5474372955288986
2018-02-01,0.54525627044711
2018-03-01,0.5556161395856052
2018-04-01,0.5888767720828789
2018-05-01,0.6014176663031625
2018-06-01,0.589422028353326
2018-07-01,0.5981461286804799
2018-08-01,0.589422028353326
2018-09-01,0.5845147219193021
2018-10-01,0.5703380588876772
2018-11-01,0.5272628135223556
2018-12-01,0.4961832061068702
2019-01-01,0.4874591057797164
2019-02-01,0.4961832061068702
2019-03-01,0.54525627044711
2019-04-01,0.594874591057797
2019-05-01,0.6003271537622683
2019-06-01,0.5517993456924755
2019-07-01,0.5687022900763359
2019-08-01,0.5463467829880044
2019-09-01,0.5430752453653216
2019-10-01,0.544165757906216
2019-11-01,0.539803707742639
2019-12-01,0.5408942202835334
2020-01-01,0.5425299890948745
2020-02-01,0.5316248636859324
2020-03-01,0.4443838604143947
2020-04-01,0.3773173391494003
2020-05-01,0.4247546346782988
2020-06-01,0.4749182115594328
2020-07-01,0.4940021810250817
2020-08-01,0.4918211559432934
2020-09-01,0.4945474372955289
2020-10-01,0.4923664122137405
2020-11-01,0.4907306434023991
2020-12-01,0.5065430752453652
2021-01-01,0.5190839694656488
2021-02-01,0.5523446019629226
2021-03-01,0.5905125408942202
2021-04-01,0.6057797164667393
2021-05-01,0.6221374045801527
2021-06-01,0.6303162486368592
2021-07-01,0.6548527808069793
2021-08-01,0.6603053435114503
2021-09-01,0.658669574700109
2021-10-01,0.7001090512540893
2021-11-01,0.7050163576881134
2021-12-01,0.6821155943293347
2022-01-01,0.7137404580152671
2022-02-01,0.762813522355507
2022-03-01,0.8440567066521265
2022-04-01,0.8505997818974917
2022-05-01,0.950381679389313
2022-06-01,1.0
2022-07-01,0.9285714285714286
2022-08-01,0.8473282442748091
2022-09-01,0.7960741548527808
2022-10-01,0.8658669574700109
2022-11-01,0.8478735005452562
2022-12-01,0.7557251908396945
2023-01-01,0.7699018538713196
2023-02-01,0.7568157033805889
2023-03-01,0.7639040348964012
2023-04-01,0.8009814612868047
2023-05-01,0.792257360959651
2023-06-01,0.8075245365321699
2023-07-01,0.8266085059978188
2023-08-01,0.8685932388222464
2023-09-01,0.8565976008724099
2023-10-01,0.8020719738276989
2023-11-01,0.7808069792802617
2023-12-01,0.7519083969465647
2024-01-01,0.7404580152671756
2024-02-01,0.7704471101417667
2024-03-01,0.7938931297709921
