Date,Energy 
2019-02-01,145.8
2019-03-01,155.4
2019-04-01,165.4
2019-05-01,167.1
2019-06-01,161.1
2019-07-01,165.5
2019-08-01,160.7
2019-09-01,159.5
2019-10-01,158.0
2019-11-01,159.0
2019-12-01,158.7
2020-01-01,158.1
2020-02-01,155.3
2020-03-01,136.7
2020-04-01,125.6
2020-05-01,133.4
2020-06-01,146.3
2020-07-01,149.6
2020-08-01,149.3
2020-09-01,147.8
2020-10-01,150.5
2020-11-01,150.0
2020-12-01,153.2
2021-01-01,150.4
2021-02-01,156.8
2021-03-01,166.0
2021-04-01,170.1
2021-05-01,173.2
2021-06-01,174.9
2021-07-01,177.1
2021-08-01,177.8
2021-09-01,178.4
2021-10-01,187.8
2021-11-01,187.9
2021-12-01,182.8
2022-01-01,187.0
2022-02-01,197.5
2022-03-01,212.4
2022-04-01,215.5
2022-05-01,234.6
2022-06-01,239.6
2022-07-01,227.0
2022-08-01,215.3
2022-09-01,203.1
2022-10-01,216.4
2022-11-01,214.3
2022-12-01,197.6
2023-01-01,203.8
2023-02-01,200.7
2023-03-01,201.0
2023-04-01,203.6
2023-05-01,202.7
2023-06-01,205.0
2023-07-01,208.2
2023-08-01,214.4
2023-09-01,211.9
2023-10-01,202.3
2023-11-01,200.3
2023-12-01,196.0
2024-01-01,195.7
2024-02-01,199.7
2024-03-01,203.9
2024-04-01,214.0
