Date,Canada News-Based Policy Uncertainty Index
1991-08-01,0.07230769230769231
1991-09-01,0.13384615384615384
1991-10-01,0.16
1991-11-01,0.12923076923076923
1991-12-01,0.1676923076923077
1992-01-01,0.15076923076923077
1992-02-01,0.13230769230769232
1992-03-01,0.1646153846153846
1992-04-01,0.13230769230769232
1992-05-01,0.06923076923076923
1992-06-01,0.11076923076923076
1992-07-01,0.06923076923076923
1992-08-01,0.05538461538461539
1992-09-01,0.27076923076923076
1992-10-01,0.34615384615384615
1992-11-01,0.15846153846153846
1992-12-01,0.1276923076923077
1993-01-01,0.11384615384615385
1993-02-01,0.0953846153846154
1993-03-01,0.14
1993-04-01,0.09230769230769231
1993-05-01,0.12153846153846154
1993-06-01,0.08923076923076922
1993-07-01,0.14307692307692307
1993-08-01,0.12461538461538463
1993-09-01,0.1523076923076923
1993-10-01,0.14615384615384616
1993-11-01,0.11846153846153845
1993-12-01,0.09846153846153846
1994-01-01,0.07384615384615385
1994-02-01,0.06153846153846154
1994-03-01,0.17076923076923078
1994-04-01,0.20461538461538462
1994-05-01,0.13230769230769232
1994-06-01,0.24153846153846154
1994-07-01,0.16
1994-08-01,0.16153846153846155
1994-09-01,0.14923076923076922
1994-10-01,0.09230769230769231
1994-11-01,0.09846153846153846
1994-12-01,0.1123076923076923
1995-01-01,0.25384615384615383
1995-02-01,0.14923076923076922
1995-03-01,0.20615384615384613
1995-04-01,0.15384615384615385
1995-05-01,0.10307692307692307
1995-06-01,0.1123076923076923
1995-07-01,0.12307692307692308
1995-08-01,0.052307692307692305
1995-09-01,0.1646153846153846
1995-10-01,0.3261538461538462
1995-11-01,0.3261538461538462
1995-12-01,0.25076923076923074
1996-01-01,0.28307692307692306
1996-02-01,0.12153846153846154
1996-03-01,0.2676923076923077
1996-04-01,0.13692307692307693
1996-05-01,0.14307692307692307
1996-06-01,0.13692307692307693
1996-07-01,0.11384615384615385
1996-08-01,0.14923076923076922
1996-09-01,0.10461538461538461
1996-10-01,0.24
1996-11-01,0.16615384615384615
1996-12-01,0.1
1997-01-01,0.1123076923076923
1997-02-01,0.07846153846153847
1997-03-01,0.1523076923076923
1997-04-01,0.05692307692307692
1997-05-01,0.12307692307692308
1997-06-01,0.06769230769230769
1997-07-01,0.023076923076923078
1997-08-01,0.04923076923076923
1997-09-01,0.04153846153846154
1997-10-01,0.06153846153846154
1997-11-01,0.08461538461538462
1997-12-01,0.08615384615384616
1998-01-01,0.14
1998-02-01,0.14
1998-03-01,0.09076923076923077
1998-04-01,0.07692307692307693
1998-05-01,0.12153846153846154
1998-06-01,0.11384615384615385
1998-07-01,0.12923076923076923
1998-08-01,0.2153846153846154
1998-09-01,0.1753846153846154
1998-10-01,0.2553846153846154
1998-11-01,0.19076923076923077
1998-12-01,0.12923076923076923
1999-01-01,0.1123076923076923
1999-02-01,0.06
1999-03-01,0.001538461538461544
1999-04-01,0.024615384615384622
1999-05-01,0.04461538461538461
1999-06-01,0.05846153846153847
1999-07-01,0.05538461538461539
1999-08-01,0.0030769230769230813
1999-09-01,0.050769230769230775
1999-10-01,0.024615384615384622
1999-11-01,0.033846153846153845
1999-12-01,0.04923076923076923
2000-01-01,0.027692307692307697
2000-02-01,0.026153846153846153
2000-03-01,0.015384615384615385
2000-04-01,0.03692307692307692
2000-05-01,0.038461538461538464
2000-06-01,0.024615384615384622
2000-07-01,0.01846153846153846
2000-08-01,0.04000000000000001
2000-09-01,0.024615384615384622
2000-10-01,0.046153846153846156
2000-11-01,0.09384615384615386
2000-12-01,0.05692307692307692
2001-01-01,0.1076923076923077
2001-02-01,0.07384615384615385
2001-03-01,0.1523076923076923
2001-04-01,0.12307692307692308
2001-05-01,0.11846153846153845
2001-06-01,0.032307692307692315
2001-07-01,0.08307692307692308
2001-08-01,0.06923076923076923
2001-09-01,0.2553846153846154
2001-10-01,0.2876923076923077
2001-11-01,0.23846153846153845
2001-12-01,0.14
2002-01-01,0.14461538461538462
2002-02-01,0.08615384615384616
2002-03-01,0.09384615384615386
2002-04-01,0.08153846153846153
2002-05-01,0.06461538461538462
2002-06-01,0.09692307692307692
2002-07-01,0.1
2002-08-01,0.14
2002-09-01,0.13846153846153847
2002-10-01,0.21384615384615385
2002-11-01,0.16615384615384615
2002-12-01,0.10153846153846155
2003-01-01,0.20615384615384613
2003-02-01,0.2246153846153846
2003-03-01,0.2569230769230769
2003-04-01,0.1676923076923077
2003-05-01,0.1476923076923077
2003-06-01,0.10615384615384615
2003-07-01,0.07384615384615385
2003-08-01,0.050769230769230775
2003-09-01,0.06615384615384616
2003-10-01,0.08769230769230771
2003-11-01,0.08307692307692308
2003-12-01,0.04153846153846154
2004-01-01,0.04153846153846154
2004-02-01,0.07538461538461538
2004-03-01,0.06
2004-04-01,0.04153846153846154
2004-05-01,0.07846153846153847
2004-06-01,0.06615384615384616
2004-07-01,0.04923076923076923
2004-08-01,0.06615384615384616
2004-09-01,0.06923076923076923
2004-10-01,0.052307692307692305
2004-11-01,0.09230769230769231
2004-12-01,0.027692307692307697
2005-01-01,0.026153846153846153
2005-02-01,0.01692307692307693
2005-03-01,0.021538461538461548
2005-04-01,0.0953846153846154
2005-05-01,0.10461538461538461
2005-06-01,0.04923076923076923
2005-07-01,0.046153846153846156
2005-08-01,0.04000000000000001
2005-09-01,0.06769230769230769
2005-10-01,0.07846153846153847
2005-11-01,0.08
2005-12-01,0.032307692307692315
2006-01-01,0.06461538461538462
2006-02-01,0.08153846153846153
2006-03-01,0.04923076923076923
2006-04-01,0.050769230769230775
2006-05-01,0.04923076923076923
2006-06-01,0.04923076923076923
2006-07-01,0.046153846153846156
2006-08-01,0.04000000000000001
2006-09-01,0.046153846153846156
2006-10-01,0.04000000000000001
2006-11-01,0.07846153846153847
2006-12-01,0.024615384615384622
2007-01-01,0.03692307692307692
2007-02-01,0.06153846153846154
2007-03-01,0.06923076923076923
2007-04-01,0.03692307692307692
2007-05-01,0.06307692307692309
2007-06-01,0.03538461538461539
2007-07-01,0.033846153846153845
2007-08-01,0.04923076923076923
2007-09-01,0.07230769230769231
2007-10-01,0.06615384615384616
2007-11-01,0.08307692307692308
2007-12-01,0.10615384615384615
2008-01-01,0.1276923076923077
2008-02-01,0.15846153846153846
2008-03-01,0.11692307692307694
2008-04-01,0.11384615384615385
2008-05-01,0.08153846153846153
2008-06-01,0.07384615384615385
2008-07-01,0.06461538461538462
2008-08-01,0.10923076923076924
2008-09-01,0.23846153846153845
2008-10-01,0.5092307692307693
2008-11-01,0.36615384615384616
2008-12-01,0.36923076923076925
2009-01-01,0.34153846153846157
2009-02-01,0.25384615384615383
2009-03-01,0.2123076923076923
2009-04-01,0.1646153846153846
2009-05-01,0.14153846153846153
2009-06-01,0.09692307692307692
2009-07-01,0.0953846153846154
2009-08-01,0.10461538461538461
2009-09-01,0.09846153846153846
2009-10-01,0.12461538461538463
2009-11-01,0.1523076923076923
2009-12-01,0.1123076923076923
2010-01-01,0.13846153846153847
2010-02-01,0.10461538461538461
2010-03-01,0.17384615384615384
2010-04-01,0.11538461538461539
2010-05-01,0.1753846153846154
2010-06-01,0.16923076923076924
2010-07-01,0.19230769230769232
2010-08-01,0.17846153846153848
2010-09-01,0.26615384615384613
2010-10-01,0.2815384615384615
2010-11-01,0.2369230769230769
2010-12-01,0.17384615384615384
2011-01-01,0.1523076923076923
2011-02-01,0.23384615384615387
2011-03-01,0.22000000000000003
2011-04-01,0.17384615384615384
2011-05-01,0.22000000000000003
2011-06-01,0.20461538461538462
2011-07-01,0.2676923076923077
2011-08-01,0.4738461538461538
2011-09-01,0.38769230769230767
2011-10-01,0.41846153846153844
2011-11-01,0.5707692307692308
2011-12-01,0.4307692307692308
2012-01-01,0.31846153846153846
2012-02-01,0.23846153846153845
2012-03-01,0.24461538461538462
2012-04-01,0.22307692307692306
2012-05-01,0.3523076923076923
2012-06-01,0.3384615384615385
2012-07-01,0.24461538461538462
2012-08-01,0.2276923076923077
2012-09-01,0.28
2012-10-01,0.2907692307692308
2012-11-01,0.5446153846153846
2012-12-01,0.3230769230769231
2013-01-01,0.3
2013-02-01,0.22307692307692306
2013-03-01,0.3523076923076923
2013-04-01,0.27384615384615385
2013-05-01,0.2953846153846154
2013-06-01,0.17692307692307693
2013-07-01,0.1646153846153846
2013-08-01,0.1753846153846154
2013-09-01,0.16
2013-10-01,0.36153846153846153
2013-11-01,0.1630769230769231
2013-12-01,0.16
2014-01-01,0.16
2014-02-01,0.21076923076923076
2014-03-01,0.2630769230769231
2014-04-01,0.14615384615384616
2014-05-01,0.14923076923076922
2014-06-01,0.12615384615384614
2014-07-01,0.1753846153846154
2014-08-01,0.19538461538461538
2014-09-01,0.17076923076923078
2014-10-01,0.20153846153846156
2014-11-01,0.2876923076923077
2014-12-01,0.18153846153846154
2015-01-01,0.3953846153846154
2015-02-01,0.3261538461538462
2015-03-01,0.15846153846153846
2015-04-01,0.2276923076923077
2015-05-01,0.2846153846153846
2015-06-01,0.22307692307692306
2015-07-01,0.23076923076923078
2015-08-01,0.2276923076923077
2015-09-01,0.27076923076923076
2015-10-01,0.2630769230769231
2015-11-01,0.17384615384615384
2015-12-01,0.1523076923076923
2016-01-01,0.19538461538461538
2016-02-01,0.24307692307692308
2016-03-01,0.2923076923076923
2016-04-01,0.19692307692307692
2016-05-01,0.18923076923076923
2016-06-01,0.38153846153846155
2016-07-01,0.3553846153846154
2016-08-01,0.32153846153846155
2016-09-01,0.20769230769230768
2016-10-01,0.33076923076923076
2016-11-01,0.6353846153846154
2016-12-01,0.4153846153846154
2017-01-01,0.4753846153846154
2017-02-01,0.3507692307692308
2017-03-01,0.35846153846153844
2017-04-01,0.2630769230769231
2017-05-01,0.35846153846153844
2017-06-01,0.2723076923076923
2017-07-01,0.31384615384615383
2017-08-01,0.32769230769230767
2017-09-01,0.3830769230769231
2017-10-01,0.2953846153846154
2017-11-01,0.31384615384615383
2017-12-01,0.2476923076923077
2018-01-01,0.48461538461538467
2018-02-01,0.5169230769230769
2018-03-01,0.6476923076923077
2018-04-01,0.4230769230769231
2018-05-01,0.3507692307692308
2018-06-01,0.6138461538461538
2018-07-01,0.4046153846153846
2018-08-01,0.5092307692307693
2018-09-01,0.37384615384615383
2018-10-01,0.4107692307692308
2018-11-01,0.4523076923076923
2018-12-01,0.40153846153846157
2019-01-01,0.42
2019-02-01,0.36615384615384616
2019-03-01,0.34153846153846157
2019-04-01,0.41384615384615386
2019-05-01,0.38
2019-06-01,0.4769230769230769
2019-07-01,0.46769230769230774
2019-08-01,0.5723076923076923
2019-09-01,0.5061538461538462
2019-10-01,0.7184615384615385
2019-11-01,0.5169230769230769
2019-12-01,0.44153846153846155
2020-01-01,0.38
2020-02-01,0.54
2020-03-01,0.8323076923076923
2020-04-01,0.6446153846153846
2020-05-01,1.0
2020-06-01,0.7323076923076923
2020-07-01,0.8046153846153846
2020-08-01,0.5938461538461538
2020-09-01,0.6061538461538462
2020-10-01,0.7215384615384616
2020-11-01,0.6553846153846153
2020-12-01,0.5261538461538462
2021-01-01,0.40153846153846157
2021-02-01,0.4523076923076923
2021-03-01,0.48461538461538467
2021-04-01,0.3676923076923077
2021-05-01,0.2553846153846154
2021-06-01,0.22000000000000003
2021-07-01,0.4569230769230769
2021-08-01,0.2784615384615385
2021-09-01,0.5584615384615385
2021-10-01,0.28
2021-11-01,0.35384615384615387
2021-12-01,0.4738461538461538
2022-01-01,0.2846153846153846
2022-02-01,0.2907692307692308
2022-03-01,0.5784615384615385
2022-04-01,0.41846153846153844
2022-05-01,0.4230769230769231
2022-06-01,0.17692307692307693
2022-07-01,0.2815384615384615
2022-08-01,0.5384615384615384
2022-09-01,0.3507692307692308
2022-10-01,0.4476923076923077
2022-11-01,0.37384615384615383
2022-12-01,0.43230769230769234
2023-01-01,0.31384615384615383
2023-02-01,0.3476923076923077
2023-03-01,0.4784615384615385
2023-04-01,0.2476923076923077
2023-05-01,0.29384615384615387
2023-06-01,0.2
2023-07-01,0.35846153846153844
2023-08-01,0.41846153846153844
2023-09-01,0.26615384615384613
2023-10-01,0.5538461538461539
2023-11-01,0.44461538461538463
2023-12-01,0.5123076923076924
2024-01-01,0.3353846153846154
2024-02-01,0.26
2024-03-01,0.39076923076923076
2024-04-01,0.29384615384615387
