index,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
2009-08-01,0.4945355191256829
2009-09-01,0.490710382513661
2009-10-01,0.4868852459016392
2009-11-01,0.4830601092896173
2009-12-01,0.4792349726775954
2010-01-01,0.4754098360655735
2010-02-01,0.4680327868852457
2010-03-01,0.4606557377049179
2010-04-01,0.4532786885245899
2010-05-01,0.4459016393442622
2010-06-01,0.4385245901639344
2010-07-01,0.4311475409836064
2010-08-01,0.4237704918032784
2010-09-01,0.4163934426229506
2010-10-01,0.4090163934426226
2010-11-01,0.4016393442622948
2010-12-01,0.3942622950819671
2011-01-01,0.3868852459016391
2011-02-01,0.3834699453551912
2011-03-01,0.380054644808743
2011-04-01,0.3766393442622949
2011-05-01,0.3732240437158468
2011-06-01,0.3698087431693987
2011-07-01,0.3663934426229506
2011-08-01,0.3629781420765027
2011-09-01,0.3595628415300543
2011-10-01,0.3561475409836064
2011-11-01,0.3527322404371583
2011-12-01,0.3493169398907102
2012-01-01,0.3459016393442621
2012-02-01,0.3424863387978142
2012-03-01,0.3390710382513658
2012-04-01,0.3356557377049179
2012-05-01,0.3322404371584698
2012-06-01,0.3288251366120217
2012-07-01,0.3254098360655736
2012-08-01,0.3219945355191255
2012-09-01,0.3185792349726773
2012-10-01,0.3151639344262292
2012-11-01,0.3117486338797813
2012-12-01,0.3083333333333332
2013-01-01,0.3049180327868851
2013-02-01,0.30327868852459
2013-03-01,0.3016393442622948
2013-04-01,0.2999999999999997
2013-05-01,0.2983606557377048
2013-06-01,0.2967213114754098
2013-07-01,0.2950819672131147
2013-08-01,0.2934426229508194
2013-09-01,0.2918032786885244
2013-10-01,0.2901639344262293
2013-11-01,0.2885245901639343
2013-12-01,0.2868852459016392
2014-01-01,0.2852459016393441
2014-02-01,0.2842896174863386
2014-03-01,0.2833333333333331
2014-04-01,0.2823770491803278
2014-05-01,0.2814207650273223
2014-06-01,0.2804644808743167
2014-07-01,0.2795081967213112
2014-08-01,0.2785519125683059
2014-09-01,0.2775956284153004
2014-10-01,0.2766393442622951
2014-11-01,0.2756830601092895
2014-12-01,0.274726775956284
2015-01-01,0.2737704918032787
2015-02-01,0.275
2015-03-01,0.2762295081967211
2015-04-01,0.2774590163934426
2015-05-01,0.2786885245901639
2015-06-01,0.2799180327868852
2015-07-01,0.2811475409836065
2015-08-01,0.2823770491803278
2015-09-01,0.2836065573770491
2015-10-01,0.2848360655737704
2015-11-01,0.2860655737704917
2015-12-01,0.287295081967213
2016-01-01,0.2885245901639343
2016-02-01,0.280191256830601
2016-03-01,0.2718579234972677
2016-04-01,0.2635245901639343
2016-05-01,0.255191256830601
2016-06-01,0.2468579234972677
2016-07-01,0.2385245901639342
2016-08-01,0.2301912568306009
2016-09-01,0.2218579234972676
2016-10-01,0.2135245901639343
2016-11-01,0.205191256830601
2016-12-01,0.1968579234972677
2017-01-01,0.1885245901639342
2017-02-01,0.1804644808743168
2017-03-01,0.1724043715846993
2017-04-01,0.1643442622950818
2017-05-01,0.1562841530054645
2017-06-01,0.1482240437158467
2017-07-01,0.1401639344262294
2017-08-01,0.132103825136612
2017-09-01,0.1240437158469943
2017-10-01,0.1159836065573769
2017-11-01,0.1079234972677595
2017-12-01,0.0998633879781418
2018-01-01,0.0918032786885244
2018-02-01,0.0897540983606556
2018-03-01,0.0877049180327869
2018-04-01,0.0856557377049179
2018-05-01,0.0836065573770491
2018-06-01,0.0815573770491802
2018-07-01,0.0795081967213114
2018-08-01,0.0774590163934426
2018-09-01,0.0754098360655737
2018-10-01,0.0733606557377049
2018-11-01,0.0713114754098359
2018-12-01,0.0692622950819672
2019-01-01,0.0672131147540983
2019-02-01,0.121448087431694
2019-03-01,0.1756830601092894
2019-04-01,0.2299180327868851
2019-05-01,0.2841530054644808
2019-06-01,0.3383879781420765
2019-07-01,0.3926229508196722
2019-08-01,0.4468579234972677
2019-09-01,0.5010928961748632
2019-10-01,0.5553278688524589
2019-11-01,0.6095628415300546
2019-12-01,0.66379781420765
2020-01-01,0.7180327868852457
2020-02-01,0.688934426229508
2020-03-01,0.6598360655737704
2020-04-01,0.6307377049180326
2020-05-01,0.6016393442622948
2020-06-01,0.5725409836065575
2020-07-01,0.5434426229508197
2020-08-01,0.5143442622950819
2020-09-01,0.4852459016393441
2020-10-01,0.4561475409836065
2020-11-01,0.4270491803278687
2020-12-01,0.397950819672131
2021-01-01,0.3688524590163934
2021-02-01,0.3381147540983605
2021-03-01,0.3073770491803277
2021-04-01,0.2766393442622951
2021-05-01,0.2459016393442622
2021-06-01,0.2151639344262294
2021-07-01,0.1844262295081967
2021-08-01,0.1536885245901639
2021-09-01,0.122950819672131
2021-10-01,0.0922131147540983
2021-11-01,0.0614754098360655
2021-12-01,0.0307377049180327
2022-01-01,0.0
2022-02-01,0.0018852459016392
2022-03-01,0.0037704918032785
2022-04-01,0.0056557377049181
2022-05-01,0.0075409836065574
2022-06-01,0.0094262295081967
2022-07-01,0.011311475409836
2022-08-01,0.0131967213114753
2022-09-01,0.0150819672131146
2022-10-01,0.016967213114754
2022-11-01,0.0188524590163934
2022-12-01,0.0207377049180327
2023-01-01,0.022622950819672
