index,"Private debt, loans and debt securities (Percent of GDP)"
1959-08-01,0.0638122018954039
1959-09-01,0.0632399382120951
1959-10-01,0.0626676745287863
1959-11-01,0.0620954108454775
1959-12-01,0.0615231471621687
1960-01-01,0.0609508834788599
1960-02-01,0.0612882188563412
1960-03-01,0.0616255542338225
1960-04-01,0.0619628896113038
1960-05-01,0.0623002249887851
1960-06-01,0.0626375603662665
1960-07-01,0.0629748957437478
1960-08-01,0.0633122311212291
1960-09-01,0.0636495664987104
1960-10-01,0.0639869018761917
1960-11-01,0.064324237253673
1960-12-01,0.0646615726311543
1961-01-01,0.0649989080086356
1961-02-01,0.0654758836269451
1961-03-01,0.0659528592452544
1961-04-01,0.0664298348635639
1961-05-01,0.0669068104818732
1961-06-01,0.0673837861001827
1961-07-01,0.067860761718492
1961-08-01,0.0683377373368014
1961-09-01,0.0688147129551109
1961-10-01,0.0692916885734202
1961-11-01,0.0697686641917297
1961-12-01,0.070245639810039
1962-01-01,0.0707226154283485
1962-02-01,0.0699203307840793
1962-03-01,0.0691180461398102
1962-04-01,0.068315761495541
1962-05-01,0.0675134768512719
1962-06-01,0.0667111922070027
1962-07-01,0.0659089075627336
1962-08-01,0.0651066229184643
1962-09-01,0.0643043382741952
1962-10-01,0.0635020536299261
1962-11-01,0.0626997689856569
1962-12-01,0.0618974843413878
1963-01-01,0.0610951996971186
1963-02-01,0.061903051695795
1963-03-01,0.0627109036944713
1963-04-01,0.0635187556931476
1963-05-01,0.0643266076918239
1963-06-01,0.0651344596905003
1963-07-01,0.0659423116891766
1963-08-01,0.066750163687853
1963-09-01,0.0675580156865294
1963-10-01,0.0683658676852057
1963-11-01,0.069173719683882
1963-12-01,0.0699815716825584
1964-01-01,0.0707894236812347
1964-02-01,0.0735705426683824
1964-03-01,0.0763516616555301
1964-04-01,0.0791327806426778
1964-05-01,0.0819138996298255
1964-06-01,0.0846950186169731
1964-07-01,0.0874761376041208
1964-08-01,0.0902572565912686
1964-09-01,0.0930383755784162
1964-10-01,0.0958194945655639
1964-11-01,0.0986006135527116
1964-12-01,0.1013817325398593
1965-01-01,0.104162851527007
1965-02-01,0.1020171885352775
1965-03-01,0.099871525543548
1965-04-01,0.0977258625518186
1965-05-01,0.0955801995600891
1965-06-01,0.0934345365683597
1965-07-01,0.0912888735766302
1965-08-01,0.0891432105849008
1965-09-01,0.0869975475931713
1965-10-01,0.0848518846014418
1965-11-01,0.0827062216097123
1965-12-01,0.0805605586179829
1966-01-01,0.0784148956262534
1966-02-01,0.0806983108102735
1966-03-01,0.0829817259942937
1966-04-01,0.0852651411783138
1966-05-01,0.0875485563623339
1966-06-01,0.0898319715463541
1966-07-01,0.0921153867303742
1966-08-01,0.0943988019143943
1966-09-01,0.0966822170984145
1966-10-01,0.0989656322824346
1966-11-01,0.1012490474664547
1966-12-01,0.1035324626504748
1967-01-01,0.105815877834495
1967-02-01,0.1076693463875799
1967-03-01,0.1095228149406647
1967-04-01,0.1113762834937496
1967-05-01,0.1132297520468345
1967-06-01,0.1150832205999193
1967-07-01,0.1169366891530042
1967-08-01,0.118790157706089
1967-09-01,0.1206436262591739
1967-10-01,0.1224970948122587
1967-11-01,0.1243505633653436
1967-12-01,0.1262040319184284
1968-01-01,0.1280575004715133
1968-02-01,0.1265521799299146
1968-03-01,0.1250468593883159
1968-04-01,0.1235415388467172
1968-05-01,0.1220362183051185
1968-06-01,0.1205308977635198
1968-07-01,0.1190255772219212
1968-08-01,0.1175202566803224
1968-09-01,0.1160149361387237
1968-10-01,0.114509615597125
1968-11-01,0.1130042950555263
1968-12-01,0.1114989745139276
1969-01-01,0.1099936539723289
1969-02-01,0.1099781088628387
1969-03-01,0.1099625637533484
1969-04-01,0.109947018643858
1969-05-01,0.1099314735343678
1969-06-01,0.1099159284248775
1969-07-01,0.1099003833153872
1969-08-01,0.1098848382058969
1969-09-01,0.1098692930964066
1969-10-01,0.1098537479869163
1969-11-01,0.109838202877426
1969-12-01,0.1098226577679357
1970-01-01,0.1098071126584454
1970-02-01,0.1115278956952413
1970-03-01,0.1132486787320373
1970-04-01,0.1149694617688333
1970-05-01,0.1166902448056292
1970-06-01,0.1184110278424251
1970-07-01,0.1201318108792211
1970-08-01,0.1218525939160171
1970-09-01,0.123573376952813
1970-10-01,0.1252941599896089
1970-11-01,0.1270149430264049
1970-12-01,0.1287357260632009
1971-01-01,0.1304565090999968
1971-02-01,0.1320233927267705
1971-03-01,0.1335902763535444
1971-04-01,0.1351571599803183
1971-05-01,0.136724043607092
1971-06-01,0.1382909272338659
1971-07-01,0.1398578108606397
1971-08-01,0.1414246944874136
1971-09-01,0.1429915781141875
1971-10-01,0.1445584617409613
1971-11-01,0.1461253453677351
1971-12-01,0.1476922289945089
1972-01-01,0.1492591126212828
1972-02-01,0.1502064951606693
1972-03-01,0.1511538777000559
1972-04-01,0.1521012602394424
1972-05-01,0.1530486427788291
1972-06-01,0.1539960253182157
1972-07-01,0.1549434078576022
1972-08-01,0.1558907903969888
1972-09-01,0.1568381729363754
1972-10-01,0.157785555475762
1972-11-01,0.1587329380151484
1972-12-01,0.1596803205545351
1973-01-01,0.1606277030939217
1973-02-01,0.1610692736203938
1973-03-01,0.1615108441468661
1973-04-01,0.1619524146733382
1973-05-01,0.1623939851998103
1973-06-01,0.1628355557262826
1973-07-01,0.1632771262527547
1973-08-01,0.1637186967792268
1973-09-01,0.164160267305699
1973-10-01,0.1646018378321712
1973-11-01,0.1650434083586432
1973-12-01,0.1654849788851154
1974-01-01,0.1659265494115877
1974-02-01,0.1671816289775514
1974-03-01,0.1684367085435151
1974-04-01,0.1696917881094788
1974-05-01,0.1709468676754425
1974-06-01,0.1722019472414063
1974-07-01,0.17345702680737
1974-08-01,0.1747121063733336
1974-09-01,0.1759671859392975
1974-10-01,0.1772222655052612
1974-11-01,0.1784773450712249
1974-12-01,0.1797324246371885
1975-01-01,0.1809875042031524
1975-02-01,0.1816732824738315
1975-03-01,0.1823590607445105
1975-04-01,0.1830448390151896
1975-05-01,0.1837306172858687
1975-06-01,0.1844163955565477
1975-07-01,0.1851021738272268
1975-08-01,0.1857879520979058
1975-09-01,0.1864737303685849
1975-10-01,0.187159508639264
1975-11-01,0.187845286909943
1975-12-01,0.1885310651806221
1976-01-01,0.1892168434513012
1976-02-01,0.1917850075916303
1976-03-01,0.1943531717319594
1976-04-01,0.1969213358722885
1976-05-01,0.1994895000126177
1976-06-01,0.2020576641529468
1976-07-01,0.204625828293276
1976-08-01,0.2071939924336051
1976-09-01,0.2097621565739342
1976-10-01,0.2123303207142634
1976-11-01,0.2148984848545926
1976-12-01,0.2174666489949216
1977-01-01,0.2200348131352508
1977-02-01,0.2220069509085358
1977-03-01,0.2239790886818208
1977-04-01,0.2259512264551059
1977-05-01,0.2279233642283911
1977-06-01,0.2298955020016758
1977-07-01,0.231867639774961
1977-08-01,0.2338397775482461
1977-09-01,0.235811915321531
1977-10-01,0.2377840530948161
1977-11-01,0.2397561908681013
1977-12-01,0.2417283286413861
1978-01-01,0.2437004664146712
1978-02-01,0.2456393546701021
1978-03-01,0.2475782429255331
1978-04-01,0.2495171311809642
1978-05-01,0.251456019436395
1978-06-01,0.253394907691826
1978-07-01,0.255333795947257
1978-08-01,0.2572726842026879
1978-09-01,0.2592115724581189
1978-10-01,0.2611504607135499
1978-11-01,0.2630893489689807
1978-12-01,0.2650282372244118
1979-01-01,0.2669671254798428
1979-02-01,0.2682413503200676
1979-03-01,0.2695155751602923
1979-04-01,0.2707898000005171
1979-05-01,0.2720640248407419
1979-06-01,0.2733382496809666
1979-07-01,0.2746124745211914
1979-08-01,0.2758866993614162
1979-09-01,0.2771609242016409
1979-10-01,0.2784351490418657
1979-11-01,0.2797093738820905
1979-12-01,0.2809835987223152
1980-01-01,0.28225782356254
1980-02-01,0.2834604874322481
1980-03-01,0.2846631513019564
1980-04-01,0.2858658151716646
1980-05-01,0.2870684790413726
1980-06-01,0.288271142911081
1980-07-01,0.2894738067807892
1980-08-01,0.2906764706504974
1980-09-01,0.2918791345202056
1980-10-01,0.2930817983899138
1980-11-01,0.294284462259622
1980-12-01,0.2954871261293302
1981-01-01,0.2966897899990383
1981-02-01,0.295144954627444
1981-03-01,0.2936001192558497
1981-04-01,0.2920552838842555
1981-05-01,0.2905104485126613
1981-06-01,0.2889656131410669
1981-07-01,0.2874207777694728
1981-08-01,0.2858759423978786
1981-09-01,0.2843311070262841
1981-10-01,0.2827862716546899
1981-11-01,0.2812414362830957
1981-12-01,0.2796966009115014
1982-01-01,0.2781517655399071
1982-02-01,0.2746809818741734
1982-03-01,0.2712101982084399
1982-04-01,0.2677394145427062
1982-05-01,0.2642686308769726
1982-06-01,0.2607978472112391
1982-07-01,0.2573270635455054
1982-08-01,0.2538562798797716
1982-09-01,0.2503854962140379
1982-10-01,0.2469147125483043
1982-11-01,0.2434439288825706
1982-12-01,0.2399731452168371
1983-01-01,0.2365023615511033
1983-02-01,0.2350273848891343
1983-03-01,0.233552408227165
1983-04-01,0.232077431565196
1983-05-01,0.2306024549032268
1983-06-01,0.2291274782412576
1983-07-01,0.2276525015792885
1983-08-01,0.2261775249173194
1983-09-01,0.2247025482553502
1983-10-01,0.2232275715933811
1983-11-01,0.2217525949314119
1983-12-01,0.2202776182694428
1984-01-01,0.2188026416074736
1984-02-01,0.2196212070480505
1984-03-01,0.2204397724886272
1984-04-01,0.2212583379292041
1984-05-01,0.2220769033697809
1984-06-01,0.2228954688103577
1984-07-01,0.2237140342509347
1984-08-01,0.2245325996915116
1984-09-01,0.2253511651320883
1984-10-01,0.2261697305726651
1984-11-01,0.226988296013242
1984-12-01,0.2278068614538186
1985-01-01,0.2286254268943955
1985-02-01,0.2304607022673068
1985-03-01,0.2322959776402181
1985-04-01,0.2341312530131293
1985-05-01,0.2359665283860406
1985-06-01,0.2378018037589517
1985-07-01,0.239637079131863
1985-08-01,0.2414723545047743
1985-09-01,0.2433076298776856
1985-10-01,0.2451429052505968
1985-11-01,0.246978180623508
1985-12-01,0.2488134559964193
1986-01-01,0.2506487313693306
1986-02-01,0.252300422142801
1986-03-01,0.2539521129162715
1986-04-01,0.2556038036897421
1986-05-01,0.2572554944632125
1986-06-01,0.2589071852366831
1986-07-01,0.2605588760101536
1986-08-01,0.2622105667836241
1986-09-01,0.2638622575570946
1986-10-01,0.2655139483305651
1986-11-01,0.2671656391040355
1986-12-01,0.268817329877506
1987-01-01,0.2704690206509765
1987-02-01,0.2732728643828028
1987-03-01,0.2760767081146292
1987-04-01,0.2788805518464556
1987-05-01,0.2816843955782819
1987-06-01,0.2844882393101084
1987-07-01,0.2872920830419347
1987-08-01,0.2900959267737609
1987-09-01,0.2928997705055874
1987-10-01,0.2957036142374137
1987-11-01,0.29850745796924
1987-12-01,0.3013113017010664
1988-01-01,0.3041151454328928
1988-02-01,0.3075666580825109
1988-03-01,0.311018170732129
1988-04-01,0.3144696833817471
1988-05-01,0.3179211960313651
1988-06-01,0.3213727086809833
1988-07-01,0.3248242213306014
1988-08-01,0.3282757339802193
1988-09-01,0.3317272466298375
1988-10-01,0.3351787592794556
1988-11-01,0.3386302719290737
1988-12-01,0.3420817845786917
1989-01-01,0.3455332972283098
1989-02-01,0.3483727973445429
1989-03-01,0.3512122974607761
1989-04-01,0.3540517975770091
1989-05-01,0.3568912976932422
1989-06-01,0.3597307978094753
1989-07-01,0.3625702979257086
1989-08-01,0.3654097980419417
1989-09-01,0.3682492981581748
1989-10-01,0.3710887982744079
1989-11-01,0.373928298390641
1989-12-01,0.3767677985068741
1990-01-01,0.3796072986231072
1990-02-01,0.3825565256633618
1990-03-01,0.3855057527036163
1990-04-01,0.3884549797438708
1990-05-01,0.3914042067841253
1990-06-01,0.3943534338243799
1990-07-01,0.3973026608646345
1990-08-01,0.4002518879048891
1990-09-01,0.4032011149451435
1990-10-01,0.4061503419853981
1990-11-01,0.4090995690256526
1990-12-01,0.4120487960659071
1991-01-01,0.4149980231061617
1991-02-01,0.4157140003587029
1991-03-01,0.4164299776112442
1991-04-01,0.4171459548637855
1991-05-01,0.4178619321163268
1991-06-01,0.4185779093688681
1991-07-01,0.4192938866214093
1991-08-01,0.4200098638739507
1991-09-01,0.4207258411264918
1991-10-01,0.421441818379033
1991-11-01,0.4221577956315744
1991-12-01,0.4228737728841157
1992-01-01,0.423589750136657
1992-02-01,0.4245589131726804
1992-03-01,0.4255280762087037
1992-04-01,0.4264972392447271
1992-05-01,0.4274664022807506
1992-06-01,0.4284355653167738
1992-07-01,0.4294047283527973
1992-08-01,0.4303738913888207
1992-09-01,0.431343054424844
1992-10-01,0.4323122174608674
1992-11-01,0.4332813804968909
1992-12-01,0.4342505435329142
1993-01-01,0.4352197065689376
1993-02-01,0.4340917399434824
1993-03-01,0.4329637733180274
1993-04-01,0.4318358066925721
1993-05-01,0.4307078400671169
1993-06-01,0.4295798734416617
1993-07-01,0.4284519068162065
1993-08-01,0.4273239401907515
1993-09-01,0.4261959735652963
1993-10-01,0.425068006939841
1993-11-01,0.4239400403143859
1993-12-01,0.4228120736889307
1994-01-01,0.4216841070634755
1994-02-01,0.4214727196775438
1994-03-01,0.4212613322916121
1994-04-01,0.4210499449056805
1994-05-01,0.4208385575197486
1994-06-01,0.4206271701338171
1994-07-01,0.4204157827478854
1994-08-01,0.4202043953619536
1994-09-01,0.419993007976022
1994-10-01,0.4197816205900903
1994-11-01,0.4195702332041587
1994-12-01,0.419358845818227
1995-01-01,0.4191474584322953
1995-02-01,0.4192227494678879
1995-03-01,0.4192980405034805
1995-04-01,0.4193733315390732
1995-05-01,0.4194486225746657
1995-06-01,0.4195239136102584
1995-07-01,0.4195992046458511
1995-08-01,0.4196744956814439
1995-09-01,0.4197497867170364
1995-10-01,0.4198250777526291
1995-11-01,0.4199003687882217
1995-12-01,0.4199756598238143
1996-01-01,0.4200509508594069
1996-02-01,0.4214832427024917
1996-03-01,0.4229155345455763
1996-04-01,0.424347826388661
1996-05-01,0.4257801182317458
1996-06-01,0.4272124100748303
1996-07-01,0.428644701917915
1996-08-01,0.4300769937609998
1996-09-01,0.4315092856040844
1996-10-01,0.4329415774471691
1996-11-01,0.4343738692902539
1996-12-01,0.4358061611333385
1997-01-01,0.4372384529764231
1997-02-01,0.440120923595244
1997-03-01,0.443003394214065
1997-04-01,0.4458858648328858
1997-05-01,0.4487683354517068
1997-06-01,0.4516508060705276
1997-07-01,0.4545332766893486
1997-08-01,0.4574157473081695
1997-09-01,0.4602982179269902
1997-10-01,0.463180688545811
1997-11-01,0.466063159164632
1997-12-01,0.468945629783453
1998-01-01,0.4718281004022738
1998-02-01,0.4687058514606386
1998-03-01,0.4655836025190032
1998-04-01,0.4624613535773679
1998-05-01,0.4593391046357326
1998-06-01,0.4562168556940973
1998-07-01,0.453094606752462
1998-08-01,0.4499723578108265
1998-09-01,0.4468501088691914
1998-10-01,0.4437278599275559
1998-11-01,0.4406056109859206
1998-12-01,0.4374833620442853
1999-01-01,0.43436111310265
1999-02-01,0.4340530349764367
1999-03-01,0.4337449568502235
1999-04-01,0.4334368787240105
1999-05-01,0.4331288005977972
1999-06-01,0.4328207224715842
1999-07-01,0.4325126443453709
1999-08-01,0.4322045662191577
1999-09-01,0.4318964880929447
1999-10-01,0.4315884099667314
1999-11-01,0.4312803318405181
1999-12-01,0.4309722537143051
2000-01-01,0.4306641755880919
2000-02-01,0.4337691638355202
2000-03-01,0.436874152082948
2000-04-01,0.4399791403303762
2000-05-01,0.4430841285778042
2000-06-01,0.4461891168252325
2000-07-01,0.4492941050726604
2000-08-01,0.4523990933200885
2000-09-01,0.4555040815675167
2000-10-01,0.4586090698149448
2000-11-01,0.4617140580623728
2000-12-01,0.4648190463098008
2001-01-01,0.4679240345572291
2001-02-01,0.4698609858230731
2001-03-01,0.4717979370889169
2001-04-01,0.4737348883547611
2001-05-01,0.4756718396206049
2001-06-01,0.4776087908864489
2001-07-01,0.4795457421522929
2001-08-01,0.4814826934181369
2001-09-01,0.4834196446839809
2001-10-01,0.4853565959498248
2001-11-01,0.4872935472156688
2001-12-01,0.4892304984815128
2002-01-01,0.4911674497473568
2002-02-01,0.4896132641085237
2002-03-01,0.4880590784696906
2002-04-01,0.4865048928308576
2002-05-01,0.4849507071920246
2002-06-01,0.4833965215531914
2002-07-01,0.4818423359143584
2002-08-01,0.4802881502755254
2002-09-01,0.4787339646366924
2002-10-01,0.4771797789978592
2002-11-01,0.4756255933590264
2002-12-01,0.4740714077201932
2003-01-01,0.4725172220813601
2003-02-01,0.4735991737707156
2003-03-01,0.4746811254600709
2003-04-01,0.4757630771494263
2003-05-01,0.4768450288387816
2003-06-01,0.4779269805281372
2003-07-01,0.4790089322174925
2003-08-01,0.4800908839068479
2003-09-01,0.4811728355962035
2003-10-01,0.4822547872855588
2003-11-01,0.4833367389749142
2003-12-01,0.4844186906642695
2004-01-01,0.485500642353625
2004-02-01,0.4836069422857959
2004-03-01,0.4817132422179671
2004-04-01,0.479819542150138
2004-05-01,0.4779258420823089
2004-06-01,0.4760321420144799
2004-07-01,0.4741384419466509
2004-08-01,0.4722447418788218
2004-09-01,0.4703510418109928
2004-10-01,0.4684573417431638
2004-11-01,0.4665636416753347
2004-12-01,0.4646699416075057
2005-01-01,0.4627762415396766
2005-02-01,0.4648619911717169
2005-03-01,0.4669477408037571
2005-04-01,0.4690334904357974
2005-05-01,0.4711192400678377
2005-06-01,0.4732049896998779
2005-07-01,0.4752907393319182
2005-08-01,0.4773764889639584
2005-09-01,0.4794622385959985
2005-10-01,0.4815479882280388
2005-11-01,0.483633737860079
2005-12-01,0.4857194874921193
2006-01-01,0.4878052371241596
2006-02-01,0.4913924003960019
2006-03-01,0.4949795636678442
2006-04-01,0.4985667269396866
2006-05-01,0.502153890211529
2006-06-01,0.5057410534833714
2006-07-01,0.5093282167552138
2006-08-01,0.512915380027056
2006-09-01,0.5165025432988983
2006-10-01,0.5200897065707407
2006-11-01,0.523676869842583
2006-12-01,0.5272640331144254
2007-01-01,0.5308511963862678
2007-02-01,0.5334557550826352
2007-03-01,0.5360603137790027
2007-04-01,0.5386648724753701
2007-05-01,0.5412694311717375
2007-06-01,0.543873989868105
2007-07-01,0.5464785485644725
2007-08-01,0.54908310726084
2007-09-01,0.5516876659572074
2007-10-01,0.5542922246535749
2007-11-01,0.5568967833499425
2007-12-01,0.5595013420463097
2008-01-01,0.5621059007426772
2008-02-01,0.5694690166624627
2008-03-01,0.5768321325822483
2008-04-01,0.584195248502034
2008-05-01,0.5915583644218193
2008-06-01,0.5989214803416048
2008-07-01,0.6062845962613905
2008-08-01,0.613647712181176
2008-09-01,0.6210108281009615
2008-10-01,0.628373944020747
2008-11-01,0.6357370599405325
2008-12-01,0.6431001758603179
2009-01-01,0.6504632917801036
2009-02-01,0.6489450330580744
2009-03-01,0.6474267743360456
2009-04-01,0.6459085156140163
2009-05-01,0.6443902568919873
2009-06-01,0.6428719981699582
2009-07-01,0.6413537394479292
2009-08-01,0.6398354807258999
2009-09-01,0.6383172220038709
2009-10-01,0.636798963281842
2009-11-01,0.6352807045598128
2009-12-01,0.6337624458377837
2010-01-01,0.6322441871157549
2010-02-01,0.6319745935866679
2010-03-01,0.631705000057581
2010-04-01,0.6314354065284942
2010-05-01,0.6311658129994073
2010-06-01,0.6308962194703205
2010-07-01,0.6306266259412336
2010-08-01,0.6303570324121468
2010-09-01,0.63008743888306
2010-10-01,0.6298178453539731
2010-11-01,0.629548251824886
2010-12-01,0.6292786582957992
2011-01-01,0.6290090647667124
2011-02-01,0.6315235970597364
2011-03-01,0.6340381293527604
2011-04-01,0.6365526616457846
2011-05-01,0.6390671939388086
2011-06-01,0.6415817262318324
2011-07-01,0.6440962585248566
2011-08-01,0.6466107908178806
2011-09-01,0.6491253231109047
2011-10-01,0.6516398554039289
2011-11-01,0.6541543876969529
2011-12-01,0.6566689199899767
2012-01-01,0.6591834522830007
2012-02-01,0.661759801345345
2012-03-01,0.664336150407689
2012-04-01,0.6669124994700331
2012-05-01,0.6694888485323771
2012-06-01,0.6720651975947212
2012-07-01,0.6746415466570654
2012-08-01,0.6772178957194093
2012-09-01,0.6797942447817535
2012-10-01,0.6823705938440976
2012-11-01,0.6849469429064416
2012-12-01,0.6875232919687857
2013-01-01,0.6900996410311298
2013-02-01,0.69188230612772
2013-03-01,0.6936649712243101
2013-04-01,0.6954476363209006
2013-05-01,0.6972303014174908
2013-06-01,0.6990129665140812
2013-07-01,0.7007956316106714
2013-08-01,0.7025782967072614
2013-09-01,0.704360961803852
2013-10-01,0.7061436269004424
2013-11-01,0.7079262919970326
2013-12-01,0.7097089570936228
2014-01-01,0.7114916221902132
2014-02-01,0.718555047420488
2014-03-01,0.7256184726507633
2014-04-01,0.7326818978810385
2014-05-01,0.7397453231113138
2014-06-01,0.7468087483415891
2014-07-01,0.7538721735718641
2014-08-01,0.7609355988021391
2014-09-01,0.7679990240324144
2014-10-01,0.7750624492626896
2014-11-01,0.7821258744929644
2014-12-01,0.7891892997232397
2015-01-01,0.796252724953515
2015-02-01,0.7983375086781386
2015-03-01,0.800422292402762
2015-04-01,0.8025070761273858
2015-05-01,0.8045918598520094
2015-06-01,0.8066766435766333
2015-07-01,0.8087614273012567
2015-08-01,0.8108462110258803
2015-09-01,0.8129309947505039
2015-10-01,0.8150157784751275
2015-11-01,0.8171005621997511
2015-12-01,0.8191853459243748
2016-01-01,0.8212701296489986
2016-02-01,0.8211980190357171
2016-03-01,0.8211259084224358
2016-04-01,0.8210537978091546
2016-05-01,0.8209816871958733
2016-06-01,0.820909576582592
2016-07-01,0.8208374659693107
2016-08-01,0.8207653553560295
2016-09-01,0.8206932447427482
2016-10-01,0.8206211341294669
2016-11-01,0.8205490235161856
2016-12-01,0.8204769129029044
2017-01-01,0.8204048022896231
2017-02-01,0.8216134211354289
2017-03-01,0.8228220399812349
2017-04-01,0.8240306588270407
2017-05-01,0.8252392776728468
2017-06-01,0.8264478965186526
2017-07-01,0.8276565153644586
2017-08-01,0.8288651342102644
2017-09-01,0.8300737530560705
2017-10-01,0.8312823719018763
2017-11-01,0.8324909907476821
2017-12-01,0.8336996095934881
2018-01-01,0.8349082284392941
2018-02-01,0.8367243593677696
2018-03-01,0.8385404902962452
2018-04-01,0.8403566212247207
2018-05-01,0.8421727521531963
2018-06-01,0.843988883081672
2018-07-01,0.8458050140101476
2018-08-01,0.8476211449386231
2018-09-01,0.8494372758670987
2018-10-01,0.8512534067955742
2018-11-01,0.8530695377240498
2018-12-01,0.8548856686525255
2019-01-01,0.8567017995810011
2019-02-01,0.868643316282584
2019-03-01,0.8805848329841675
2019-04-01,0.8925263496857507
2019-05-01,0.904467866387334
2019-06-01,0.9164093830889172
2019-07-01,0.9283508997905005
2019-08-01,0.9402924164920836
2019-09-01,0.9522339331936668
2019-10-01,0.9641754498952502
2019-11-01,0.9761169665968334
2019-12-01,0.9880584832984164
2020-01-01,0.9999999999999998
2020-02-01,0.992748879784116
2020-03-01,0.9854977595682322
2020-04-01,0.978246639352348
2020-05-01,0.970995519136464
2020-06-01,0.9637443989205804
2020-07-01,0.9564932787046962
2020-08-01,0.9492421584888124
2020-09-01,0.9419910382729284
2020-10-01,0.9347399180570444
2020-11-01,0.9274887978411606
2020-12-01,0.9202376776252764
2021-01-01,0.9129865574093928
2021-02-01,0.9063347041218944
2021-03-01,0.8996828508343961
2021-04-01,0.893030997546898
2021-05-01,0.8863791442593998
2021-06-01,0.8797272909719014
2021-07-01,0.8730754376844032
2021-08-01,0.866423584396905
2021-09-01,0.8597717311094069
2021-10-01,0.8531198778219087
2021-11-01,0.8464680245344103
2021-12-01,0.8398161712469121
2022-01-01,0.8331643179594139
