index,Truck transportation  
2014-06-01,0.8030054196091312
2014-07-01,0.8216455904089341
2014-08-01,0.7959435046805716
2014-09-01,0.8241911643948103
2014-10-01,0.8168829035966498
2014-11-01,0.8160617506979799
2014-12-01,0.8232878962062737
2015-01-01,0.7960256199704385
2015-02-01,0.7596485465593694
2015-03-01,0.7679421908359336
2015-04-01,0.7650681556905896
2015-05-01,0.7707341106914107
2015-06-01,0.7897027426506815
2015-07-01,0.8022663820003284
2015-08-01,0.8133519461323699
2015-09-01,0.7920840860568239
2015-10-01,0.7991460009853835
2015-11-01,0.8181146329446543
2015-12-01,0.8210707833798654
2016-01-01,0.8281326983084252
2016-02-01,0.8169650188865167
2016-03-01,0.8085892593200854
2016-04-01,0.8287075053374939
2016-05-01,0.8163080965675809
2016-06-01,0.8364263425849894
2016-07-01,0.8579405485301363
2016-08-01,0.8727213007061916
2016-09-01,0.8879126293315815
2016-10-01,0.8844637871571688
2016-11-01,0.8947281983905404
2016-12-01,0.9043356873049762
2017-01-01,0.944736409919527
2017-02-01,0.9732304155033669
2017-03-01,0.9710954179668254
2017-04-01,0.9830021349975366
2017-05-01,0.9935128921005092
2017-06-01,1.0
2017-07-01,0.9868615536212844
2017-08-01,0.9818525209393989
2017-09-01,0.9761865659385778
2017-10-01,0.9469535227459354
2017-11-01,0.9617342749219906
2017-12-01,0.9280670060765315
2018-01-01,0.9537690918048942
2018-02-01,0.9446542946296601
2018-03-01,0.9186237477418295
2018-04-01,0.8919362785350633
2018-05-01,0.8976843488257513
2018-06-01,0.8902939727377239
2018-07-01,0.8760059123008705
2018-08-01,0.8766628346198062
2018-09-01,0.8792084086056824
2018-10-01,0.8824930202003614
2018-11-01,0.8810149449827558
2018-12-01,0.8966168500574807
2019-01-01,0.9230579733946462
2019-02-01,0.9214156675973066
2019-03-01,0.9381671867301693
2019-04-01,0.9554113976022336
2019-05-01,0.9801280998521926
2019-06-01,0.9825094432583348
2019-07-01,0.9885859747084909
2019-08-01,0.9936771226802432
2019-09-01,0.9870257842010184
2019-10-01,0.9811134833305961
2019-11-01,0.9737231072425687
2019-12-01,0.9889144358679587
2020-01-01,0.951469863688619
2020-02-01,0.9518804401379537
2020-03-01,0.8019379208408606
2020-04-01,0.5051732632616193
2020-05-01,0.5774347183445558
2020-06-01,0.7530793233700115
2020-07-01,0.8001313844637872
2020-08-01,0.7962719658400395
2020-09-01,0.8393824930202005
2020-10-01,0.8698472655608476
2020-11-01,0.8795368697651502
2020-12-01,0.8951387748398751
2021-01-01,0.8906224338971918
2021-02-01,0.868204959763508
2021-03-01,0.8890622433897193
2021-04-01,0.862210543603219
2021-05-01,0.8521103629495812
2021-06-01,0.8288717359172277
2021-07-01,0.8367548037444572
2021-08-01,0.8570372803415998
2021-09-01,0.8843816718673017
2021-10-01,0.8882410904910496
2021-11-01,0.9158318278863524
2021-12-01,0.9072097224503204
2022-01-01,0.8907866644769256
2022-02-01,0.9123008704220728
2022-03-01,0.9292987354245361
2022-04-01,0.9270816225981278
2022-05-01,0.9337329610773526
2022-06-01,0.9455575628181969
2022-07-01,0.9345541139760225
2022-08-01,0.9260141238298571
2022-09-01,0.9244539333223847
2022-10-01,0.9187058630316967
2022-11-01,0.9170635572343571
2022-12-01,0.9102479881753984
2023-01-01,0.9363606503530959
2023-02-01,0.9155854820167515
2023-03-01,0.9311873870914764
2023-04-01,0.9402200689768436
2023-05-01,0.9373460338314994
2023-06-01,0.9314337329610773
2023-07-01,0.9434225652816555
2023-08-01,0.9434225652816555
2023-09-01,0.9379208408605684
2023-10-01,0.9089341435375267
2023-11-01,0.9305304647725408
2023-12-01,0.9247823944818525
