category,forecast_year,model,MAE,RMSE,MAPE,train_time_sec
Other food products and non-alcoholic beverages,2025,WeightedEnsemble,4.337212386498088,4.858784985379633,2.3336791633885907,127.82557129859924
Vegetables and vegetable preparations,2021,AutoETS,5.435341763455225,6.69847496463407,3.5136895281742166,162.13613295555115
Vegetables and vegetable preparations,2021,Chronos[autogluon__chronos-t5-small],8.023500951131181,9.228978084729697,5.204551129261945,162.13613295555115
Vegetables and vegetable preparations,2021,TemporalFusionTransformer,8.59303309122721,10.0722822561533,5.5240057193444745,162.13613295555115
Vegetables and vegetable preparations,2021,DeepAR,4.049867884318036,4.97272850896008,2.5866384784890215,162.13613295555115
Vegetables and vegetable preparations,2021,SimpleFeedForward,7.908083852132158,9.494528091098678,5.150275944351903,162.13613295555115
Vegetables and vegetable preparations,2021,WeightedEnsemble,7.858990553922221,9.14766545650341,5.082732332328164,162.13613295555115
Vegetables and vegetable preparations,2022,AutoETS,17.442332885664296,19.372960020501925,10.12010564132877,139.44812965393066
Vegetables and vegetable preparations,2022,Chronos[autogluon__chronos-t5-small],12.749747085571292,13.883833308980462,7.4132518999385795,139.44812965393066
Vegetables and vegetable preparations,2022,TemporalFusionTransformer,10.745714314778647,14.269338825404779,6.136630321537001,139.44812965393066
Vegetables and vegetable preparations,2022,DeepAR,5.227946726481122,6.647760614205593,3.011815580269708,139.44812965393066
Vegetables and vegetable preparations,2022,SimpleFeedForward,9.507135518391928,11.649449747367127,5.467459750732349,139.44812965393066
Vegetables and vegetable preparations,2022,WeightedEnsemble,9.801302083333335,12.234418027687209,5.626390171867756,139.44812965393066
Vegetables and vegetable preparations,2023,AutoETS,13.410154494216881,13.891940352908895,7.246272646135867,171.09690403938293
Vegetables and vegetable preparations,2023,Chronos[autogluon__chronos-t5-small],3.637256749471026,4.398063823563676,1.9523513878766983,171.09690403938293
Vegetables and vegetable preparations,2023,TemporalFusionTransformer,20.68039143880208,21.051243957105452,11.178782428781076,171.09690403938293
Vegetables and vegetable preparations,2023,DeepAR,3.8906195322672517,4.813255042392827,2.0890690572218,171.09690403938293
Vegetables and vegetable preparations,2023,SimpleFeedForward,13.01284739176432,13.289192043317463,7.023152607011526,171.09690403938293
Vegetables and vegetable preparations,2023,WeightedEnsemble,6.91428243278438,7.469760683993329,3.723474560115009,171.09690403938293
Vegetables and vegetable preparations,2024,AutoETS,8.291634686549878,8.848208417193451,4.325209763265217,142.72086906433105
Vegetables and vegetable preparations,2024,Chronos[autogluon__chronos-t5-small],4.42494481404623,5.214517928811844,2.3313179642348496,142.72086906433105
Vegetables and vegetable preparations,2024,TemporalFusionTransformer,5.767238616943357,7.3258436038033015,3.024644013614975,142.72086906433105
Vegetables and vegetable preparations,2024,DeepAR,3.810022989908852,4.895195227902004,1.9944870442068854,142.72086906433105
Vegetables and vegetable preparations,2024,SimpleFeedForward,3.072143554687498,3.6335763378216654,1.5942823740491299,142.72086906433105
Vegetables and vegetable preparations,2024,WeightedEnsemble,3.810022989908852,4.895195227902004,1.9944870442068854,142.72086906433105
Vegetables and vegetable preparations,2025,AutoETS,3.140234911380041,4.148086001627922,1.6270488195300095,150.72137069702148
Vegetables and vegetable preparations,2025,Chronos[autogluon__chronos-t5-small],2.447973251342777,3.0638146884894715,1.2797378825650467,150.72137069702148
Vegetables and vegetable preparations,2025,TemporalFusionTransformer,3.8637180328369105,4.352211588378164,1.992971434081292,150.72137069702148
Vegetables and vegetable preparations,2025,DeepAR,4.408133888244624,5.02760233329736,2.262668321593778,150.72137069702148
Vegetables and vegetable preparations,2025,SimpleFeedForward,4.9246475219726555,5.4783887148637485,2.543934426429253,150.72137069702148
Vegetables and vegetable preparations,2025,WeightedEnsemble,3.097163793202988,3.6715902687745388,1.6002636838502227,150.72137069702148
