"Crushing statistics of major oilseeds"
"Frequency: Monthly"
"Table: 32-10-0352-01 (formerly CANSIM 001-0005)"
"Release date: 2024-06-26"
"Geography: Canada"
""
""

"Geography","Canada"
"November 1989","48,214"
"December 1989","46,857"
"January 1990","42,589"
"February 1990","39,819"
"March 1990","43,553"
"April 1990","34,985"
"May 1990","32,578"
"June 1990","33,061"
"July 1990","31,666"
"August 1990","37,622"
"September 1990","49,996"
"October 1990","53,979"
"November 1990","52,036"
"December 1990","48,275"
"January 1991","45,585"
"February 1991","47,283"
"March 1991","49,517"
"April 1991","47,708"
"May 1991","50,139"
"June 1991","50,521"
"July 1991","43,820"
"August 1991","37,589"
"September 1991","53,985"
"October 1991","56,961"
"November 1991","56,805"
"December 1991","59,264"
"January 1992","57,962"
"February 1992","62,775"
"March 1992","60,067"
"April 1992","64,302"
"May 1992","57,522"
"June 1992","62,118"
"July 1992","71,006"
"August 1992","56,868"
"September 1992","61,025"
"October 1992","67,774"
"November 1992","64,289"
"December 1992","74,185"
"January 1993","65,629"
"February 1993","65,786"
"March 1993","72,418"
"April 1993","65,646"
"May 1993","68,477"
"June 1993","62,562"
"July 1993","68,116"
"August 1993","69,186"
"September 1993","72,283"
"October 1993","77,511"
"November 1993","77,634"
"December 1993","81,338"
"January 1994","80,485"
"February 1994","69,486"
"March 1994","79,235"
"April 1994","80,201"
"May 1994","76,880"
"June 1994","74,214"
"July 1994","74,137"
"August 1994","58,476"
"September 1994","85,045"
"October 1994","96,839"
"November 1994","99,868"
"December 1994","99,558"
"January 1995","104,304"
"February 1995","93,141"
"March 1995","96,685"
"April 1995","91,509"
"May 1995","80,435"
"June 1995","86,105"
"July 1995","70,570"
"August 1995","71,622"
"September 1995","92,469"
"October 1995","92,266"
"November 1995","94,572"
"December 1995","99,507"
"January 1996","107,209"
"February 1996","98,262"
"March 1996","102,147"
"April 1996","103,539"
"May 1996","89,370"
"June 1996","93,870"
"July 1996","111,283"
"August 1996","100,494"
"September 1996","113,472"
"October 1996","101,769"
"November 1996","88,270"
"December 1996","88,127"
"January 1997","80,327"
"February 1997","86,856"
"March 1997","98,485"
"April 1997","85,543"
"May 1997","100,543"
"June 1997","101,898"
"July 1997","91,044"
"August 1997","85,780"
"September 1997","125,473"
"October 1997","108,864"
"November 1997","106,380"
"December 1997","122,921"
"January 1998","122,024"
"February 1998","118,877"
"March 1998","126,856"
"April 1998","125,822"
"May 1998","108,103"
"June 1998","107,995"
"July 1998","104,471"
"August 1998","93,165"
"September 1998","123,736"
"October 1998","134,961"
"November 1998","119,847"
"December 1998","134,704"
"January 1999","119,127"
"February 1999","100,152"
"March 1999","113,835"
"April 1999","90,633"
"May 1999","93,939"
"June 1999","81,709"
"July 1999","77,278"
"August 1999","70,222"
"September 1999","119,667"
"October 1999","110,590"
"November 1999","102,070"
"December 1999","122,271"
"January 2000","112,791"
"February 2000","97,409"
"March 2000","125,547"
"April 2000","85,154"
"May 2000","110,505"
"June 2000","100,748"
"July 2000","85,965"
"August 2000","100,625"
"September 2000","118,014"
"October 2000","123,385"
"November 2000","122,523"
"December 2000","117,751"
"January 2001","122,658"
"February 2001","101,986"
"March 2001","117,823"
"April 2001","91,801"
"May 2001","69,662"
"June 2001","91,289"
"July 2001","88,214"
"August 2001","84,177"
"September 2001","92,134"
"October 2001","89,390"
"November 2001","98,719"
"December 2001","91,513"
"January 2002","90,117"
"February 2002","77,157"
"March 2002","77,170"
"April 2002","69,616"
"May 2002","67,919"
"June 2002","68,997"
"July 2002","64,107"
"August 2002","80,752"
"September 2002","91,584"
"October 2002","80,318"
"November 2002","68,470"
"December 2002","60,568"
"January 2003","60,520"
"February 2003","76,629"
"March 2003","80,268"
"April 2003","77,840"
"May 2003","75,807"
"June 2003","81,121"
"July 2003","92,014"
"August 2003","88,220"
"September 2003","122,916"
"October 2003","114,154"
"November 2003","113,478"
"December 2003","120,061"
"January 2004","123,292"
"February 2004","111,113"
"March 2004","132,518"
"April 2004","127,105"
"May 2004","118,626"
"June 2004","97,544"
"July 2004","126,218"
"August 2004","106,562"
"September 2004","92,320"
"October 2004","119,778"
"November 2004","112,658"
"December 2004","115,971"
"January 2005","101,900"
"February 2005","101,367"
"March 2005","113,559"
"April 2005","101,641"
"May 2005","92,258"
"June 2005","81,758"
"July 2005","106,970"
"August 2005","97,845"
"September 2005","109,823"
"October 2005","126,619"
"November 2005","127,174"
"December 2005","125,661"
"January 2006","124,671"
"February 2006","121,353"
"March 2006","128,806"
"April 2006","126,297"
"May 2006","108,907"
"June 2006","129,730"
"July 2006","136,346"
"August 2006","129,120"
"September 2006","114,213"
"October 2006","140,962"
"November 2006","140,453"
"December 2006","145,538"
"January 2007","132,321"
"February 2007","112,411"
"March 2007","122,056"
"April 2007","128,132"
"May 2007","129,550"
"June 2007","127,213"
"July 2007","129,276"
"August 2007","142,747"
"September 2007","136,003"
"October 2007","144,620"
"November 2007","149,816"
"December 2007","156,429"
"January 2008","147,165"
"February 2008","143,025"
"March 2008","157,355"
"April 2008","137,049"
"May 2008","139,315"
"June 2008","140,895"
"July 2008","144,321"
"August 2008","126,328"
"September 2008","154,031"
"October 2008","168,982"
"November 2008","158,086"
"December 2008","165,730"
"January 2009","155,605"
"February 2009","149,154"
"March 2009","167,960"
"April 2009","153,150"
"May 2009","138,734"
"June 2009","142,469"
"July 2009","158,527"
"August 2009","145,801"
"September 2009","144,419"
"October 2009","135,433"
"November 2009","164,176"
"December 2009","155,368"
"January 2010","177,930"
"February 2010","170,754"
"March 2010","208,994"
"April 2010","193,466"
"May 2010","189,016"
"June 2010","200,514"
"July 2010","221,371"
"August 2010","192,227"
"September 2010","219,424"
"October 2010","239,345"
"November 2010","239,870"
"December 2010","243,497"
"January 2011","221,745"
"February 2011","213,452"
"March 2011","257,356"
"April 2011","236,522"
"May 2011","228,137"
"June 2011","229,920"
"July 2011","246,415"
"August 2011","196,189"
"September 2011","260,222"
"October 2011","262,678"
"November 2011","268,876"
"December 2011","299,750"
"January 2012","284,893"
"February 2012","264,928"
"March 2012","300,042"
"April 2012","275,158"
"May 2012","236,879"
"June 2012","216,348"
"July 2012","261,171"
"August 2012","216,581"
"September 2012","270,501"
"October 2012","284,900"
"November 2012","255,546"
"December 2012","282,006"
"January 2013","243,475"
"February 2013","230,567"
"March 2013","261,608"
"April 2013","252,302"
"May 2013","192,378"
"June 2013","209,070"
"July 2013","218,066"
"August 2013","152,453"
"September 2013","245,685"
"October 2013","275,937"
"November 2013","267,181"
"December 2013","277,087"
"January 2014","260,230"
"February 2014","234,430"
"March 2014","269,012"
"April 2014","252,672"
"May 2014","255,663"
"June 2014","252,664"
"July 2014","297,961"
"August 2014","243,606"
"September 2014","272,518"
"October 2014","266,855"
"November 2014","232,795"
"December 2014","277,662"
"January 2015","280,998"
"February 2015","241,525"
"March 2015","293,208"
"April 2015","260,152"
"May 2015","251,305"
"June 2015","277,900"
"July 2015","304,422"
"August 2015","259,326"
"September 2015","263,864"
"October 2015","310,917"
"November 2015","297,651"
"December 2015","321,648"
"January 2016","300,084"
"February 2016","308,866"
"March 2016","329,029"
"April 2016","265,914"
"May 2016","306,390"
"June 2016","306,037"
"July 2016","346,477"
"August 2016","290,544"
"September 2016","339,091"
"October 2016","349,516"
"November 2016","349,242"
"December 2016","365,225"
"January 2017","346,346"
"February 2017","329,866"
"March 2017","358,861"
"April 2017","328,580"
"May 2017","310,778"
"June 2017","321,671"
"July 2017","327,751"
"August 2017","275,594"
"September 2017","333,206"
"October 2017","385,406"
"November 2017","358,596"
"December 2017","369,068"
"January 2018","339,976"
"February 2018","302,001"
"March 2018","369,137"
"April 2018","352,397"
"May 2018","343,755"
"June 2018","334,184"
"July 2018","379,276"
"August 2018","333,324"
"September 2018","305,492"
"October 2018","338,867"
"November 2018","351,370"
"December 2018","368,101"
"January 2019","359,742"
"February 2019","277,382"
"March 2019","313,282"
"April 2019","353,144"
"May 2019","354,617"
"June 2019","318,648"
"July 2019","373,755"
"August 2019","362,351"
"September 2019","335,473"
"October 2019","382,839"
"November 2019","360,183"
"December 2019","395,209"
"January 2020","375,307"
"February 2020","352,268"
"March 2020","386,965"
"April 2020","370,176"
"May 2020","375,880"
"June 2020","382,121"
"July 2020","355,098"
"August 2020","363,424"
"September 2020","339,884"
"October 2020","400,909"
"November 2020","395,613"
"December 2020","397,850"
"January 2021","394,315"
"February 2021","346,410"
"March 2021","416,849"
"April 2021","391,000"
"May 2021","357,446"
"June 2021","362,131"
"July 2021","362,458"
"August 2021","287,295"
"September 2021","320,564"
"October 2021","360,223"
"November 2021","325,474"
"December 2021","293,945"
"January 2022","271,629"
"February 2022","262,732"
"March 2022","308,449"
"April 2022","293,812"
"May 2022","247,535"
"June 2022","276,389"
"July 2022","324,439"
"August 2022","261,540"
"September 2022","331,683"
"October 2022","366,915"
"November 2022","361,145"
"December 2022","345,687"
"January 2023","364,031"
"February 2023","336,866"
"March 2023","384,817"
"April 2023","371,693"
"May 2023","323,217"
"June 2023","300,078"
"July 2023","402,886"
"August 2023","347,606"
"September 2023","390,460"
"October 2023","411,664"
"November 2023","386,867"
"December 2023","402,183"
"January 2024","398,507"
"February 2024","382,013"
"March 2024","410,916"
"April 2024","412,867"
"May 2024","393,501"
"June 2024","334,909"
"July 2024","434,490"
"August 2024","363,165"





Footnotes:
1,"The data was terminated as of January 2019."



"How to cite: Statistics Canada. Table 32-10-0352-01  Crushing statistics of major oilseeds"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210035201
